Station Name,Restaurant Name,Number of Bikes,Distance,Rating,Number of Reviews
Western Battery Rd / Pirandello St,Bar Poet,27,773.6919962,4.0,103
Western Battery Rd / Pirandello St,Té,27,773.053669,4.0,124
Western Battery Rd / Pirandello St,NaiNai Noodles,27,548.8712775,4.5,21
Western Battery Rd / Pirandello St,Jules Bistro,27,561.8981073,4.0,81
Western Battery Rd / Pirandello St,'ONO Poké Bar,27,161.0357872,4.0,110
Western Battery Rd / Pirandello St,Azhar,27,827.4065327,4.0,16
Western Battery Rd / Pirandello St,Bar Piquette,27,752.2603424,4.5,12
Western Battery Rd / Pirandello St,The Good Son,27,789.2502669,4.0,214
Western Battery Rd / Pirandello St,Soos,27,823.9429573,4.0,174
Western Battery Rd / Pirandello St,Smoque N' Bones,27,683.3826329,4.0,420
Western Battery Rd / Pirandello St,Agora,27,591.575451,4.0,13
Western Battery Rd / Pirandello St,Trinity Market,27,726.415622,5.0,4
Western Battery Rd / Pirandello St,Prime Seafood Palace,27,572.8596551,4.0,22
Western Battery Rd / Pirandello St,Union,27,774.1276064,4.0,241
Western Battery Rd / Pirandello St,Three Monks and a Duck,27,782.4344233,4.0,82
Western Battery Rd / Pirandello St,Beast Pizza,27,809.0412401,4.0,412
Western Battery Rd / Pirandello St,Naomi,27,578.5196423,4.0,19
Western Battery Rd / Pirandello St,Aloette,27,388.2933018,3.5,11
Western Battery Rd / Pirandello St,Ultramen,27,584.5992807,3.5,23
Western Battery Rd / Pirandello St,Burger Drops,27,578.2757958,4.5,78
Western Battery Rd / Pirandello St,Frankie's,27,596.2234037,4.0,189
Western Battery Rd / Pirandello St,Liberty Coffee Bar,27,94.41965732,5.0,1
Western Battery Rd / Pirandello St,Liberty Soho,27,289.4003182,3.5,9
Western Battery Rd / Pirandello St,Mamakas Taverna,27,793.2890541,4.0,236
Western Battery Rd / Pirandello St,Merci Mon Ami,27,388.2933018,4.0,35
Western Battery Rd / Pirandello St,Tanto,27,553.1707482,4.0,39
Western Battery Rd / Pirandello St,Egg Club,27,627.841113,4.5,11
Western Battery Rd / Pirandello St,La Cubana,27,813.7934913,4.0,229
Western Battery Rd / Pirandello St,The Craft Brasserie & Grille,27,541.3393754,3.5,179
Western Battery Rd / Pirandello St,Favorites,27,941.3793547,4.0,41
Western Battery Rd / Pirandello St,Soulful Delish,27,143.3919334,5.0,2
Western Battery Rd / Pirandello St,Cafe Neon,27,644.1613956,4.0,65
Western Battery Rd / Pirandello St,My Roti Place,27,313.8283157,4.5,34
Western Battery Rd / Pirandello St,The Shozan Room,27,1013.74663,4.0,24
Western Battery Rd / Pirandello St,1 Kitchen Toronto,27,1035.946694,4.0,47
Western Battery Rd / Pirandello St,Aloette Go,27,388.2933018,5.0,1
Western Battery Rd / Pirandello St,Silk Road Lounge & Restaurant,27,574.4453298,4.5,10
Western Battery Rd / Pirandello St,Edulis,27,644.6851276,4.0,121
Western Battery Rd / Pirandello St,UFO Restaurant,27,603.749642,4.0,61
Western Battery Rd / Pirandello St,Bar'kada,27,898.4952949,4.0,30
Western Battery Rd / Pirandello St,Kibo Sushi House,27,330.7757257,3.5,52
Carlaw Ave / Danforth Ave,Ramen Buta-Nibo,3,26.63037072,4.5,17
Carlaw Ave / Danforth Ave,Pantheon Restaurant,3,333.7050517,4.0,347
Carlaw Ave / Danforth Ave,Mezes,3,233.8955651,4.0,262
Carlaw Ave / Danforth Ave,Sinaloa Factory,3,15.2943317,4.0,18
Carlaw Ave / Danforth Ave,Pizzeria Libretto Danforth,3,36.62880707,4.0,324
Carlaw Ave / Danforth Ave,Papyrus,3,494.3924215,5.0,50
Carlaw Ave / Danforth Ave,Chiang Mai Thai Kitchen,3,467.0927356,4.5,23
Carlaw Ave / Danforth Ave,Chef Mustafa,3,104.0491781,4.5,5
Carlaw Ave / Danforth Ave,Simone's Caribbean Restaurant,3,85.78075819,4.5,145
Carlaw Ave / Danforth Ave,Athens Restaurant,3,320.6511075,4.0,91
Carlaw Ave / Danforth Ave,Soulas Modern Greek Cuisine,3,118.5573272,4.0,71
Carlaw Ave / Danforth Ave,Koh Samui,3,106.8276561,5.0,2
Carlaw Ave / Danforth Ave,Atlantis Authentic Greek Cuisine,3,77.35781187,4.0,57
Carlaw Ave / Danforth Ave,Trattoria Di Parma,3,476.7672201,5.0,8
Carlaw Ave / Danforth Ave,Momo Hut & Gardens,3,338.710812,4.5,124
Carlaw Ave / Danforth Ave,Herby Restaurant,3,343.3481735,4.5,36
Carlaw Ave / Danforth Ave,SugarKane,3,306.1818631,4.0,35
Carlaw Ave / Danforth Ave,Souv Like,3,210.1232345,4.5,88
Carlaw Ave / Danforth Ave,Tapps Restaurant and Bar,3,32.48751355,4.0,3
Carlaw Ave / Danforth Ave,Hanamaru,3,663.4456273,4.5,22
Carlaw Ave / Danforth Ave,Grub Shack,3,262.7391606,4.0,1
Carlaw Ave / Danforth Ave,Casa Manila,3,123.0323862,4.0,8
Carlaw Ave / Danforth Ave,Black Pot Restaurant & Lounge,3,497.6201565,5.0,1
Carlaw Ave / Danforth Ave,Stock In Trade,3,542.4232107,4.5,31
Carlaw Ave / Danforth Ave,The MoMo House,3,268.632059,5.0,5
Carlaw Ave / Danforth Ave,Kachiguda Junction,3,137.1631955,4.5,3
Carlaw Ave / Danforth Ave,k.Dinners,3,232.7071484,5.0,2
Carlaw Ave / Danforth Ave,El Charro,3,160.577037,3.0,11
Carlaw Ave / Danforth Ave,Komi Banh Mi Bar,3,228.7628774,4.5,8
Carlaw Ave / Danforth Ave,Boukan,3,448.3786142,4.5,15
Carlaw Ave / Danforth Ave,Barcelona Gourmet,3,444.1654559,4.5,6
Carlaw Ave / Danforth Ave,Il Fornello,3,61.29778964,3.5,72
Carlaw Ave / Danforth Ave,Mocha Mocha,3,163.912419,3.5,56
Carlaw Ave / Danforth Ave,Gianni's,3,618.2569556,4.5,3
Carlaw Ave / Danforth Ave,Sakawa Coffee & Japanese Restaurant,3,634.7532804,4.0,116
Carlaw Ave / Danforth Ave,Bbq Chicken and Pub,3,152.2753863,4.5,5
Carlaw Ave / Danforth Ave,Mezes,3,266.1961755,5.0,1
Carlaw Ave / Danforth Ave,Nakayoshi Izakaya,3,505.1741442,3.5,69
Carlaw Ave / Danforth Ave,The Shmooz,3,463.9132745,4.5,31
Carlaw Ave / Danforth Ave,Stacked Pancake & Breakfast House,3,299.6144874,4.0,13
Carlaw Ave / Danforth Ave,Katsu Japanese Restaurant,3,60.05058127,3.0,105
Carlaw Ave / Danforth Ave,Athens Pastries,3,125.1401854,4.5,128
Carlaw Ave / Danforth Ave,El Venezolano,3,524.3561133,4.0,28
Carlaw Ave / Danforth Ave,Juicy Birds,3,244.876599,4.0,10
Carlaw Ave / Danforth Ave,Galata Restaurant,3,754.164013,5.0,13
Carlaw Ave / Danforth Ave,Judaline,3,828.6089985,5.0,4
Carlaw Ave / Danforth Ave,One Night Only Pizza,3,501.1657944,4.5,11
Carlaw Ave / Danforth Ave,The Burger's Priest,3,130.5185355,4.0,16
Carlaw Ave / Danforth Ave,Bar Oak,3,117.7077736,3.5,12
Carlaw Ave / Danforth Ave,Sidebar,3,799.6404418,4.0,22
Cosburn Ave / Cedarvale Ave,Los Vietnamita Taqueria Shop,2,925.4228858,4.5,28
Cosburn Ave / Cedarvale Ave,The Rib House Restaurant,2,441.1143031,4.0,13
Cosburn Ave / Cedarvale Ave,Oak Park Deli,2,520.8251785,4.5,24
Cosburn Ave / Cedarvale Ave,Jawny Bakers Restaurant,2,964.0048013,3.5,74
Cosburn Ave / Cedarvale Ave,Rise & Dine Eatery,2,988.9689898,4.5,70
Cosburn Ave / Cedarvale Ave,Hakka Fire,2,462.9934194,4.5,6
Cosburn Ave / Cedarvale Ave,U Naru Sushi,2,1149.522004,0.0,0
Cosburn Ave / Cedarvale Ave,Blast from the Past,2,1168.204152,0.0,0
Cosburn Ave / Cedarvale Ave,Diamond Pizza,2,833.4743907,2.5,28
Cosburn Ave / Cedarvale Ave,The Harvest Cafe,2,490.4095596,0.0,0
Cosburn Ave / Cedarvale Ave,Oriental Chopsticks,2,1149.522004,0.0,0
Cosburn Ave / Cedarvale Ave,KFC,2,1372.144536,1.5,13
Cosburn Ave / Cedarvale Ave,Freshii,2,1149.522004,0.0,0
Cosburn Ave / Cedarvale Ave,Mamma's Pizza,2,1321.525529,1.0,4
Cosburn Ave / Cedarvale Ave,Pizzaiolo,2,927.8796765,0.0,0
Cosburn Ave / Cedarvale Ave,Apple Cafe,2,1240.94981,2.5,4
Cosburn Ave / Cedarvale Ave,Pizza Pizza,2,898.9661449,2.0,3
Cosburn Ave / Cedarvale Ave,Athens,2,1164.270628,0.0,0
Goodwood Park Crt / Dentonia Park,Bistro Camino,19,635.8660199,4.5,29
Goodwood Park Crt / Dentonia Park,La Famiglia On The Danforth,19,1288.23351,5.0,4
Goodwood Park Crt / Dentonia Park,Royal Shawarma & Kebab,19,681.6495509,4.5,2
Goodwood Park Crt / Dentonia Park,Two Brothers Shawarma,19,595.777791,4.0,15
Goodwood Park Crt / Dentonia Park,Grillies,19,779.6395458,4.0,82
Goodwood Park Crt / Dentonia Park,Halibut House Fish and Chips,19,679.8731652,3.5,27
Goodwood Park Crt / Dentonia Park,Danforth Roti Shop,19,572.8122101,4.0,18
Goodwood Park Crt / Dentonia Park,Ritz Caribbean Foods,19,671.2404636,3.5,20
Goodwood Park Crt / Dentonia Park,Hakka Chopsticks,19,532.3614974,4.0,14
Goodwood Park Crt / Dentonia Park,Church's Texas Chicken,19,677.6885273,4.5,14
Goodwood Park Crt / Dentonia Park,Master Pizzeria,19,773.0804342,4.0,4
Goodwood Park Crt / Dentonia Park,Gharoa Restaurant,19,546.9767281,3.5,21
Goodwood Park Crt / Dentonia Park,Kurdistan Shawarma,19,630.1930282,5.0,1
Goodwood Park Crt / Dentonia Park,Simms Restaurant & Lounge,19,627.1587418,4.0,4
Goodwood Park Crt / Dentonia Park,Vegan I Thali,19,619.5795986,4.5,4
Goodwood Park Crt / Dentonia Park,Mr Tasty's,19,700.9010852,3.5,8
Goodwood Park Crt / Dentonia Park,Golden Wok Chinese Restaurant,19,587.334628,3.5,20
Goodwood Park Crt / Dentonia Park,Su-Good,19,793.4348383,4.0,20
Goodwood Park Crt / Dentonia Park,Len Duckworth Fish & Chips,19,769.7559795,4.0,83
Goodwood Park Crt / Dentonia Park,Red Hot Tandoori,19,595.8554919,3.5,6
Goodwood Park Crt / Dentonia Park,Makkah Restaurant,19,540.9357806,4.0,2
Goodwood Park Crt / Dentonia Park,Osmow's,19,665.7856173,3.0,2
Goodwood Park Crt / Dentonia Park,Red Tower Hot Dog,19,768.3464037,4.0,1
Goodwood Park Crt / Dentonia Park,Sultan Shawarma & Falafel,19,889.3703441,3.5,34
Goodwood Park Crt / Dentonia Park,Double Sushi,19,614.3119564,3.5,80
Goodwood Park Crt / Dentonia Park,Azmi Shawarma & Biryani,19,565.2674193,4.5,2
Goodwood Park Crt / Dentonia Park,Duffy's Drive-In Restaurant,19,826.6865336,2.5,3
Goodwood Park Crt / Dentonia Park,Espeto Brazil Food Truck,19,686.4678004,0.0,0
Goodwood Park Crt / Dentonia Park,Tandoori House,19,544.8159829,0.0,0
Goodwood Park Crt / Dentonia Park,Dawes Fish & Chips Plus Coffee,19,927.2613811,4.0,1
Goodwood Park Crt / Dentonia Park,Sushi & China Garden,19,1276.543395,4.0,8
Goodwood Park Crt / Dentonia Park,King's Restaurant,19,685.4440285,4.0,1
Goodwood Park Crt / Dentonia Park,Mustache Burger,19,627.0834291,3.5,4
Goodwood Park Crt / Dentonia Park,Diamond Pizza,19,777.6327279,2.5,28
Goodwood Park Crt / Dentonia Park,Baitul Muqadus Halal Pizza & Kabab House,19,847.8319324,3.0,5
Goodwood Park Crt / Dentonia Park,Wing Wing Restaurant,19,593.5983189,3.0,9
Goodwood Park Crt / Dentonia Park,Brown Box,19,612.9899888,3.5,3
Goodwood Park Crt / Dentonia Park,Pavillion Pastries Cafe,19,905.370278,3.5,17
Goodwood Park Crt / Dentonia Park,Subhan Pizza,19,541.7875578,4.0,5
Goodwood Park Crt / Dentonia Park,KFC,19,947.5166077,1.5,13
Goodwood Park Crt / Dentonia Park,hotdog,19,738.4195535,5.0,1
Goodwood Park Crt / Dentonia Park,Popeyes Louisiana Kitchen,19,668.0005926,3.0,11
Goodwood Park Crt / Dentonia Park,Fusion Kitchen,19,1249.068835,0.0,0
Goodwood Park Crt / Dentonia Park,Ko Burgers,19,1006.505071,1.0,3
Goodwood Park Crt / Dentonia Park,Lemuria,19,1249.83695,0.0,0
Goodwood Park Crt / Dentonia Park,Reginos Pizza,19,895.2243444,3.0,22
Goodwood Park Crt / Dentonia Park,Bento Sushi,19,714.7346939,0.0,0
Goodwood Park Crt / Dentonia Park,Scrumdelicious,19,1133.195412,0.0,0
Goodwood Park Crt / Dentonia Park,Cool Runnings,19,694.2660532,2.5,2
Goodwood Park Crt / Dentonia Park,East Toronto Coffee Co,19,1288.373871,4.5,3
Eastwood Rd / Coxwell Ave,Lake Inez,12,182.4413755,4.5,94
Eastwood Rd / Coxwell Ave,Bodega Henriette,12,630.7529794,4.0,72
Eastwood Rd / Coxwell Ave,Occasions Restaurant,12,41.91577706,4.0,46
Eastwood Rd / Coxwell Ave,Mattachioni,12,107.2223065,4.5,5
Eastwood Rd / Coxwell Ave,Jaclyn's,12,774.6148236,4.5,16
Eastwood Rd / Coxwell Ave,Casa Di Giorgios,12,752.0806122,4.0,75
Eastwood Rd / Coxwell Ave,Toto Sushi,12,227.9760424,4.5,32
Eastwood Rd / Coxwell Ave,BIRDIES Fried Chicken,12,43.58470124,4.5,10
Eastwood Rd / Coxwell Ave,Puerto Bravo,12,319.8248879,4.5,4
Eastwood Rd / Coxwell Ave,Black Pony,12,160.9815266,4.5,8
Eastwood Rd / Coxwell Ave,Le Conciliabule,12,716.5970082,4.5,13
Eastwood Rd / Coxwell Ave,Lazy Daisy's Cafe,12,76.82026266,4.0,152
Eastwood Rd / Coxwell Ave,JP Restaurant,12,72.74228758,3.5,10
Eastwood Rd / Coxwell Ave,Good Behaviour,12,586.551552,4.5,11
Eastwood Rd / Coxwell Ave,The Thirsty Loon,12,129.100934,4.0,1
Eastwood Rd / Coxwell Ave,Udupi Palace,12,202.6649417,3.5,208
Eastwood Rd / Coxwell Ave,Karma's Kitchen,12,384.7799673,4.0,62
Eastwood Rd / Coxwell Ave,British Style Fish & Chips,12,512.7727494,4.0,53
Eastwood Rd / Coxwell Ave,Maha's,12,813.5519657,4.0,599
Eastwood Rd / Coxwell Ave,Tulia Osteria,12,1031.507585,5.0,1
Eastwood Rd / Coxwell Ave,Sala Modern Thai Kitchen & Bar,12,1385.642334,4.5,197
Eastwood Rd / Coxwell Ave,New Town Family Restaurant,12,103.4001695,3.5,14
Eastwood Rd / Coxwell Ave,Regency Restaurant,12,326.1622352,4.0,79
Eastwood Rd / Coxwell Ave,Maru Japanese Bistro,12,1037.184346,4.0,17
Eastwood Rd / Coxwell Ave,The Famous Indian Cuisine,12,383.8997512,4.0,66
Eastwood Rd / Coxwell Ave,Sauvignon Bistro,12,1064.113732,4.0,42
Eastwood Rd / Coxwell Ave,Blue River House,12,1004.778014,4.5,4
Eastwood Rd / Coxwell Ave,Lahore Tikka House,12,513.1089332,3.5,544
Eastwood Rd / Coxwell Ave,The Sidekick,12,1082.139397,4.5,31
Eastwood Rd / Coxwell Ave,Motimahal,12,333.3793549,3.5,112
Eastwood Rd / Coxwell Ave,The Burger's Priest,12,755.1067365,3.5,507
Eastwood Rd / Coxwell Ave,Leela Indian Food Bar,12,479.0226924,4.0,17
Eastwood Rd / Coxwell Ave,Gautama,12,349.7237753,3.5,64
Eastwood Rd / Coxwell Ave,Yappi's,12,489.1963332,0.0,0
Eastwood Rd / Coxwell Ave,Bombay Chowpatty,12,477.2986723,3.0,58
Eastwood Rd / Coxwell Ave,The Social Gardener,12,565.8418054,3.5,5
Eastwood Rd / Coxwell Ave,O Sushi,12,751.5239615,4.0,61
Eastwood Rd / Coxwell Ave,Zante Greek Bistro,12,1099.949865,4.0,8
Eastwood Rd / Coxwell Ave,Mumbai Frankie,12,479.0226924,0.0,0
Eastwood Rd / Coxwell Ave,Chandni Chowk Restaurant,12,324.740046,4.0,32
Eastwood Rd / Coxwell Ave,Simple Coffee,12,742.0184525,4.5,2
Eastwood Rd / Coxwell Ave,Morgan's On the Danforth,12,1352.46177,4.0,102
Eastwood Rd / Coxwell Ave,Kabul Kabab House,12,586.1761282,4.0,6
Eastwood Rd / Coxwell Ave,Desi Burger,12,508.8690697,4.0,16
Eastwood Rd / Coxwell Ave,Maestro Omar’s Gourmet Pizza,12,710.3203946,4.0,8
Eastwood Rd / Coxwell Ave,Tea N Bannock,12,732.4472397,4.5,47
Eastwood Rd / Coxwell Ave,Lahore Chaat & Desi Burger House,12,503.5307881,4.0,16
Eastwood Rd / Coxwell Ave,Borrel,12,1299.027556,3.5,20
Eastwood Rd / Coxwell Ave,Sushi On Gerrard,12,802.2491603,0.0,0
Eastwood Rd / Coxwell Ave,Burrito Bandidos,12,791.0640262,3.5,58
Trent Ave / Danforth Ave,Bistro Camino,7,128.9520219,4.5,29
Trent Ave / Danforth Ave,Beach Hill Smokehouse,7,681.3308737,4.5,146
Trent Ave / Danforth Ave,Kurdistan Shawarma,7,33.2460028,5.0,1
Trent Ave / Danforth Ave,Two Brothers Shawarma,7,43.07533122,4.0,15
Trent Ave / Danforth Ave,Grillies,7,346.0076821,4.0,82
Trent Ave / Danforth Ave,Danforth Roti Shop,7,44.90493452,4.0,18
Trent Ave / Danforth Ave,Double Sushi,7,28.51137912,3.5,80
Trent Ave / Danforth Ave,Simms Restaurant & Lounge,7,117.6467067,4.0,4
Trent Ave / Danforth Ave,La Famiglia On The Danforth,7,943.9611275,5.0,4
Trent Ave / Danforth Ave,Royal Shawarma & Kebab,7,429.9239251,4.5,2
Trent Ave / Danforth Ave,Vegan I Thali,7,101.9366532,4.5,4
Trent Ave / Danforth Ave,Mr Tasty's,7,139.6389755,3.5,8
Trent Ave / Danforth Ave,The Porch Light,7,1215.346423,4.0,28
Trent Ave / Danforth Ave,Halibut House Fish and Chips,7,424.4703465,3.5,27
Trent Ave / Danforth Ave,Red Tower Hot Dog,7,214.5146367,4.0,1
Trent Ave / Danforth Ave,Len Duckworth Fish & Chips,7,332.5356348,4.0,83
Trent Ave / Danforth Ave,Su-Good,7,359.6973054,4.0,20
Trent Ave / Danforth Ave,Hakka Chopsticks,7,252.9858545,4.0,14
Trent Ave / Danforth Ave,Osmow's,7,101.2481448,3.0,2
Trent Ave / Danforth Ave,Fearless Meat,7,1085.731374,4.5,38
Trent Ave / Danforth Ave,Hutchie's Catering and Caribbean Restaurant,7,739.4871477,4.5,3
Trent Ave / Danforth Ave,Gharoa Restaurant,7,394.2465599,3.5,21
Trent Ave / Danforth Ave,Ritz Caribbean Foods,7,573.6467295,3.5,20
Trent Ave / Danforth Ave,Church's Texas Chicken,7,592.6796692,4.5,14
Trent Ave / Danforth Ave,Sultan Shawarma & Falafel,7,476.2799805,3.5,34
Trent Ave / Danforth Ave,Prologue Cafe,7,559.3524624,4.5,15
Trent Ave / Danforth Ave,The Beech Tree,7,1140.360502,4.0,54
Trent Ave / Danforth Ave,Makkah Restaurant,7,354.8043193,4.0,2
Trent Ave / Danforth Ave,Red Hot Tandoori,7,504.1984109,3.5,6
Trent Ave / Danforth Ave,King's Restaurant,7,201.1657839,4.0,1
Trent Ave / Danforth Ave,Azmi Shawarma & Biryani,7,411.4037673,4.5,2
Trent Ave / Danforth Ave,Popeyes Louisiana Kitchen,7,124.1722082,3.0,11
Trent Ave / Danforth Ave,The Green Dragon,7,1286.466106,4.0,34
Trent Ave / Danforth Ave,hotdog,7,217.0772843,5.0,1
Trent Ave / Danforth Ave,The Real Jerk,7,1245.259753,3.5,19
Trent Ave / Danforth Ave,Baitul Muqadus Halal Pizza & Kabab House,7,424.6629798,3.0,5
Trent Ave / Danforth Ave,Pavillion Pastries Cafe,7,481.9128175,3.5,17
Trent Ave / Danforth Ave,No Bull Burgers,7,1301.513709,4.0,108
Trent Ave / Danforth Ave,Lighthouse 971,7,1211.612453,3.0,9
Trent Ave / Danforth Ave,Tandoori House,7,354.7435082,0.0,0
Trent Ave / Danforth Ave,Sushi & China Garden,7,925.8347354,4.0,8
Trent Ave / Danforth Ave,Reginos Pizza,7,319.355812,3.0,22
Trent Ave / Danforth Ave,Big Boy's Burrito,7,1342.209477,4.0,8
Trent Ave / Danforth Ave,Mika Japanese Restaurant,7,128.9520219,0.0,0
Trent Ave / Danforth Ave,KFC,7,564.7811982,1.5,13
Trent Ave / Danforth Ave,Bowl of Karma,7,1289.780976,4.0,12
Trent Ave / Danforth Ave,Unity Cafe Corporation,7,138.4862884,4.0,1
Trent Ave / Danforth Ave,Afghan Kebab,7,35.1686131,0.0,0
Trent Ave / Danforth Ave,Cool Runnings,7,198.6903849,2.5,2
Trent Ave / Danforth Ave,Gemaro Bakery,7,699.6839002,0.0,0
Orchard Park,Casa Di Giorgios,8,251.0414629,4.0,75
Orchard Park,Jaclyn's,8,411.2538411,4.5,16
Orchard Park,Bodega Henriette,8,997.3357631,4.0,72
Orchard Park,Lake Inez,8,592.827968,4.5,94
Orchard Park,Delina Restaurant,8,781.6545858,4.5,55
Orchard Park,Puerto Bravo,8,681.0744102,4.5,4
Orchard Park,British Style Fish & Chips,8,193.5527196,4.0,53
Orchard Park,Mattachioni,8,554.0186346,4.5,5
Orchard Park,Beach Club,8,818.3064881,3.0,19
Orchard Park,Occasions Restaurant,8,547.5920518,4.0,46
Orchard Park,Breakwall BBQ,8,837.0886987,4.0,62
Orchard Park,Sauvignon Bistro,8,631.3120041,4.0,42
Orchard Park,Le Conciliabule,8,1023.336949,4.5,13
Orchard Park,Toto Sushi,8,619.7754698,4.5,32
Orchard Park,The Burger's Priest,8,270.3562757,3.5,507
Orchard Park,Tulia Osteria,8,893.3182532,5.0,1
Orchard Park,Torisho,8,944.7100314,4.0,3
Orchard Park,Black Pony,8,586.7839205,4.5,8
Orchard Park,BIRDIES Fried Chicken,8,576.1791742,4.5,10
Orchard Park,Lazy Daisy's Cafe,8,544.2140343,4.0,152
Orchard Park,Maru Japanese Bistro,8,895.6541252,4.0,17
Orchard Park,Otherside Pizza,8,849.1069943,4.0,6
Orchard Park,Simple Coffee,8,258.197772,4.5,2
Orchard Park,Good Behaviour,8,909.5221916,4.5,11
Orchard Park,GG's,8,818.3064881,3.5,4
Orchard Park,O Sushi,8,325.1785132,4.0,61
Orchard Park,Maestro Omar’s Gourmet Pizza,8,242.6260271,4.0,8
Orchard Park,Burrito Bandidos,8,346.1327314,3.5,58
Orchard Park,The Sidekick,8,962.7491769,4.5,31
Orchard Park,JP Restaurant,8,581.2879672,3.5,10
Orchard Park,Karma's Kitchen,8,723.3407678,4.0,62
Orchard Park,Regency Restaurant,8,686.474901,4.0,79
Orchard Park,La Sirena,8,870.62952,5.0,3
Orchard Park,The Famous Indian Cuisine,8,749.5665182,4.0,66
Orchard Park,The Thirsty Loon,8,545.8222427,4.0,1
Orchard Park,Chick-N-Joy,8,683.7785602,4.0,57
Orchard Park,Shawarma Day,8,339.8158434,0.0,0
Orchard Park,Lahore Tikka House,8,822.8058498,3.5,544
Orchard Park,Friends Burgers,8,883.224917,4.0,4
Orchard Park,Udupi Palace,8,646.1369508,3.5,208
Orchard Park,Elmer,8,900.5826461,0.0,0
Orchard Park,New Town Family Restaurant,8,632.1169151,3.5,14
Orchard Park,Yum Croissant,8,861.4479922,3.5,19
Orchard Park,Motimahal,8,722.6121528,3.5,112
Orchard Park,The Social Gardener,8,890.1788444,3.5,5
Orchard Park,Leela Indian Food Bar,8,826.5959387,4.0,17
Orchard Park,Bombay Chowpatty,8,827.5157618,3.0,58
Orchard Park,Chandni Chowk Restaurant,8,713.7370991,4.0,32
Orchard Park,Yappi's,8,1022.811217,0.0,0
Clendenan Ave / Rowland St - SMART,Dirty Food Eatery,5,543.7593584,4.5,139
Clendenan Ave / Rowland St - SMART,The Hole In the Wall,5,715.1112324,4.5,173
Clendenan Ave / Rowland St - SMART,Annette Food Market,5,203.64984,4.0,84
Clendenan Ave / Rowland St - SMART,Nodo - Junction,5,695.0478406,4.0,205
Clendenan Ave / Rowland St - SMART,When The Pig Came Home,5,774.575216,4.5,73
Clendenan Ave / Rowland St - SMART,Luna Junction,5,883.5642724,4.5,40
Clendenan Ave / Rowland St - SMART,Isaan Der,5,581.5829415,4.0,116
Clendenan Ave / Rowland St - SMART,Carmelitas Restaurant,5,576.7331167,4.0,14
Clendenan Ave / Rowland St - SMART,Tumi Dumpling House,5,683.7339083,4.5,20
Clendenan Ave / Rowland St - SMART,Playa Cabana Cantina,5,700.2719659,3.5,301
Clendenan Ave / Rowland St - SMART,Decó,5,806.7753359,4.5,16
Clendenan Ave / Rowland St - SMART,Aztec's Mine,5,890.4433995,4.0,109
Clendenan Ave / Rowland St - SMART,Honest Weight,5,953.7650952,4.5,137
Clendenan Ave / Rowland St - SMART,Coast Cafe Bar,5,543.5385443,4.5,10
Clendenan Ave / Rowland St - SMART,Kanto by Tita Flips,5,597.6483409,4.5,12
Clendenan Ave / Rowland St - SMART,Venga Cucina,5,554.4937244,4.0,9
Clendenan Ave / Rowland St - SMART,Indie Ale House,5,726.1894099,4.0,255
Clendenan Ave / Rowland St - SMART,Leela Indian Food Bar,5,580.6903852,4.0,105
Clendenan Ave / Rowland St - SMART,Keko Shawarma,5,588.4407017,4.5,3
Clendenan Ave / Rowland St - SMART,The Alpine,5,735.0982945,4.0,38
Clendenan Ave / Rowland St - SMART,Tam Vietnamese Street Food & Cafe,5,765.2757629,4.5,13
Clendenan Ave / Rowland St - SMART,Burattino Brick Oven Pizza,5,519.3092651,3.5,30
Clendenan Ave / Rowland St - SMART,UB Social Cafe & General Store,5,529.1940253,4.0,19
Clendenan Ave / Rowland St - SMART,JP Sushi,5,671.3337951,4.0,32
Clendenan Ave / Rowland St - SMART,Brasa Peruvian Kitchen,5,939.2432608,4.5,3
Clendenan Ave / Rowland St - SMART,Chica's Nashville Hot Chicken,5,763.4151529,4.5,126
Clendenan Ave / Rowland St - SMART,Curry Twist Restaurant,5,555.19817,4.0,113
Clendenan Ave / Rowland St - SMART,Taste Seduction,5,824.0641786,4.5,39
Clendenan Ave / Rowland St - SMART,Baguette & Co,5,957.7923202,4.5,45
Clendenan Ave / Rowland St - SMART,Koh Samui,5,596.2228631,3.5,3
Clendenan Ave / Rowland St - SMART,Hannah's Cafe and Bakery,5,998.546363,3.5,35
Clendenan Ave / Rowland St - SMART,Chiang Mai Junction,5,572.114339,5.0,4
Clendenan Ave / Rowland St - SMART,Thai One on Dundas,5,596.2115969,2.0,6
Clendenan Ave / Rowland St - SMART,Restaurante Las San Sivar Pupusería,5,1312.721651,4.5,24
Clendenan Ave / Rowland St - SMART,3030,5,556.4419429,3.0,112
Clendenan Ave / Rowland St - SMART,Rois Cream,5,781.0739845,5.0,8
Clendenan Ave / Rowland St - SMART,Jumbo Burger,5,1044.989231,4.0,58
Clendenan Ave / Rowland St - SMART,La Rev,5,793.7871438,3.5,62
Clendenan Ave / Rowland St - SMART,Buddha Pie,5,670.2409383,3.5,53
Clendenan Ave / Rowland St - SMART,Botham's,5,715.3681331,3.0,2
Clendenan Ave / Rowland St - SMART,The Junction Grill,5,540.1426543,3.0,41
Clendenan Ave / Rowland St - SMART,Indilicious,5,1011.90613,4.0,24
Clendenan Ave / Rowland St - SMART,Shawarma Boys,5,675.2257892,4.5,9
Clendenan Ave / Rowland St - SMART,Pho Huong,5,551.3576237,3.0,105
