Station Name,Restaurant Name,Number of Bikes,Distance,Rating,Number of Reviews
Queen St E / Woodward Ave,Jaclyn's,7,172.3751336,4.5,16
Queen St E / Woodward Ave,Lake Inez,7,794.661955,4.5,94
Queen St E / Woodward Ave,Casa Di Giorgios,7,408.7157245,4.0,75
Queen St E / Woodward Ave,Tulia Osteria,7,365.1153942,5.0,1
Queen St E / Woodward Ave,Betty’s East,7,689.7787206,4.0,5
Queen St E / Woodward Ave,Beach Club,7,839.3120734,3.0,19
Queen St E / Woodward Ave,Maru Japanese Bistro,7,364.448505,4.0,17
Queen St E / Woodward Ave,Le Conciliabule,7,903.6090778,4.5,13
Queen St E / Woodward Ave,The Sidekick,7,436.0032949,4.5,31
Queen St E / Woodward Ave,Puerto Bravo,7,777.9806692,4.5,4
Queen St E / Woodward Ave,Mattachioni,7,815.1485645,4.5,5
Queen St E / Woodward Ave,British Style Fish & Chips,7,426.6274769,4.0,53
Queen St E / Woodward Ave,The Burger's Priest,7,374.2380726,3.5,507
Queen St E / Woodward Ave,Yaya Greek Bistro,7,994.967613,4.0,82
Queen St E / Woodward Ave,Good Behaviour,7,849.2026845,4.5,11
Queen St E / Woodward Ave,Chick-N-Joy,7,125.4831324,4.0,57
Queen St E / Woodward Ave,O Sushi,7,277.5695824,4.0,61
Queen St E / Woodward Ave,Toto Sushi,7,786.0540023,4.5,32
Queen St E / Woodward Ave,Jules Bistro,7,724.0458166,3.5,31
Queen St E / Woodward Ave,Black Pony,7,805.5180733,4.5,8
Queen St E / Woodward Ave,Maha's,7,1005.190035,4.0,599
Queen St E / Woodward Ave,GG's,7,839.3120734,3.5,4
Queen St E / Woodward Ave,Burrito Bandidos,7,286.249065,3.5,58
Queen St E / Woodward Ave,Nodo Leslieville,7,983.1152025,4.0,37
Queen St E / Woodward Ave,Gio Rana's Really Really Nice Restaurant,7,881.1241172,4.0,229
Queen St E / Woodward Ave,Occasions Restaurant,7,908.6517424,4.0,46
Queen St E / Woodward Ave,McDonald's,7,32.41673667,2.5,24
Queen St E / Woodward Ave,Hastings Snack Bar,7,755.3857132,4.5,42
Queen St E / Woodward Ave,Lazy Daisy's Cafe,7,828.6620562,4.0,152
Queen St E / Woodward Ave,BIRDIES Fried Chicken,7,888.1996124,4.5,10
Queen St E / Woodward Ave,Simple Coffee,7,377.7194533,4.5,2
Queen St E / Woodward Ave,Karma's Kitchen,7,772.1052135,4.0,62
Queen St E / Woodward Ave,Bombay Chowpatty,7,832.357744,3.0,58
Queen St E / Woodward Ave,Leslie Jones,7,1003.990118,4.0,76
Queen St E / Woodward Ave,The Thirsty Loon,7,792.3322185,4.0,1
Queen St E / Woodward Ave,Leela Indian Food Bar,7,829.0861018,4.0,17
Queen St E / Woodward Ave,Shawarma Day,7,262.2290984,0.0,0
Queen St E / Woodward Ave,Desi Burger,7,828.4504181,4.0,16
Queen St E / Woodward Ave,Regency Restaurant,7,779.0130455,4.0,79
Queen St E / Woodward Ave,The Famous Indian Cuisine,7,809.80674,4.0,66
Queen St E / Woodward Ave,Lahore Chaat & Desi Burger House,7,836.073363,4.0,16
Queen St E / Woodward Ave,Mumbai Frankie,7,829.0861018,0.0,0
Queen St E / Woodward Ave,Lahore Tikka House,7,787.4737978,3.5,544
Queen St E / Woodward Ave,JP Restaurant,7,868.716398,3.5,10
Queen St E / Woodward Ave,Blondies,7,861.4874303,4.0,53
Queen St E / Woodward Ave,The Social Gardener,7,839.3721468,3.5,5
Queen St E / Woodward Ave,Maestro Omar’s Gourmet Pizza,7,760.3739599,4.0,8
Queen St E / Woodward Ave,Tea N Bannock,7,895.5565315,4.5,47
Queen St E / Woodward Ave,Sushi On Gerrard,7,904.0855015,0.0,0
Primrose Ave / Davenport Rd,Agio,13,646.471211,4.5,190
Primrose Ave / Davenport Rd,North Of Brooklyn,13,597.6101584,4.0,44
Primrose Ave / Davenport Rd,Famiglia Baldassarre,13,888.6585807,4.5,74
Primrose Ave / Davenport Rd,Rush Hour,13,440.3807915,4.5,48
Primrose Ave / Davenport Rd,Parallel,13,631.8823306,4.0,105
Primrose Ave / Davenport Rd,Meta Dos Leitoes,13,622.2462798,4.5,7
Primrose Ave / Davenport Rd,The Sovereign,13,506.7789643,4.5,36
Primrose Ave / Davenport Rd,Love Chix,13,292.2904736,4.0,44
Primrose Ave / Davenport Rd,Century Park Tavern,13,299.6021922,3.5,3
Primrose Ave / Davenport Rd,King's Tacos,13,748.002523,4.0,81
Primrose Ave / Davenport Rd,Rio 40 Restaurant,13,672.12287,4.0,63
Primrose Ave / Davenport Rd,Defina Wood Fired,13,711.2083598,3.5,26
Primrose Ave / Davenport Rd,Brasa Peruvian Kitchen,13,720.4972412,5.0,8
Primrose Ave / Davenport Rd,El Sazón Mexicano,13,644.4584382,4.0,11
Primrose Ave / Davenport Rd,CANO Restaurant,13,920.0498725,4.5,71
Primrose Ave / Davenport Rd,BSTO.,13,647.7983731,5.0,1
Primrose Ave / Davenport Rd,Piri Piri Grill,13,652.0344442,3.5,52
Primrose Ave / Davenport Rd,Good Behaviour,13,913.5514326,4.5,47
Primrose Ave / Davenport Rd,La Morena,13,729.1281879,5.0,8
Primrose Ave / Davenport Rd,Itacate,13,1133.499452,4.5,57
Primrose Ave / Davenport Rd,A Ria Restaurante,13,655.6681649,4.0,2
Primrose Ave / Davenport Rd,Atomic 10,13,931.635048,4.5,30
Primrose Ave / Davenport Rd,Royal Caribbean Cafe,13,843.8130431,4.0,29
Primrose Ave / Davenport Rd,Don Quixote,13,607.5270956,4.0,5
Primrose Ave / Davenport Rd,La Bruschetta Restaurant,13,600.3999691,4.0,39
Primrose Ave / Davenport Rd,DUCKiiN,13,276.0104127,0.0,0
Primrose Ave / Davenport Rd,Tre Mari Bakery,13,600.1521334,4.5,94
Primrose Ave / Davenport Rd,Dairy Freeze,13,828.0712606,3.0,73
Primrose Ave / Davenport Rd,Marcello’s pizzeria,13,769.5753009,4.0,102
Primrose Ave / Davenport Rd,Gaucho Pie,13,898.6369769,4.5,9
Primrose Ave / Davenport Rd,Kaito Sushi,13,671.813579,3.5,32
Primrose Ave / Davenport Rd,Koji Japanese Restaurant,13,873.9979542,4.5,38
Primrose Ave / Davenport Rd,Big Trouble Pizza,13,715.1697408,5.0,4
Primrose Ave / Davenport Rd,Burger Land,13,646.471211,5.0,1
Primrose Ave / Davenport Rd,Lucia,13,981.6022885,4.0,11
Primrose Ave / Davenport Rd,DeSotos Eatery,13,947.5439424,4.0,84
Primrose Ave / Davenport Rd,Boo Radley's Junction Bar and Grill,13,690.4815139,3.5,46
Primrose Ave / Davenport Rd,The Morning Star Restaurant,13,384.7334862,2.5,2
Primrose Ave / Davenport Rd,Hot Slice Pizza,13,421.3613671,0.0,0
Primrose Ave / Davenport Rd,Barista & Chef,13,1124.536457,4.5,53
Primrose Ave / Davenport Rd,Mattachioni,13,1027.866947,4.0,45
Primrose Ave / Davenport Rd,Frank’s Pizza House,13,659.0933696,3.5,99
Primrose Ave / Davenport Rd,Tuckshop Kitchen,13,1062.84922,4.5,56
Primrose Ave / Davenport Rd,Colombian Street Food by Cookie Martinez,13,890.6060362,4.5,2
Primrose Ave / Davenport Rd,Taqueria Gus,13,1247.16975,5.0,3
Primrose Ave / Davenport Rd,Pizza e Pazzi,13,750.6863489,4.0,90
Primrose Ave / Davenport Rd,Rain Sushi,13,646.0233045,4.5,6
Primrose Ave / Davenport Rd,El Mae Restaurant,13,756.2956743,0.0,0
Primrose Ave / Davenport Rd,Lox + Schmear,13,1060.46642,4.5,40
Primrose Ave / Davenport Rd,El Rancherito,13,1033.412806,3.5,18
Queen St. E / Rhodes Ave.,Jaclyn's,14,29.25726257,4.5,16
Queen St. E / Rhodes Ave.,Casa Di Giorgios,14,211.834095,4.0,75
Queen St. E / Rhodes Ave.,Lake Inez,14,726.2105824,4.5,94
Queen St. E / Rhodes Ave.,Tulia Osteria,14,553.9020761,5.0,1
Queen St. E / Rhodes Ave.,Beach Club,14,735.5028477,3.0,19
Queen St. E / Rhodes Ave.,Betty’s East,14,884.1493841,4.0,5
Queen St. E / Rhodes Ave.,The Burger's Priest,14,177.6432598,3.5,507
Queen St. E / Rhodes Ave.,O Sushi,14,78.63482296,4.0,61
Queen St. E / Rhodes Ave.,Le Conciliabule,14,956.3312078,4.5,13
Queen St. E / Rhodes Ave.,Puerto Bravo,14,744.6803621,4.5,4
Queen St. E / Rhodes Ave.,British Style Fish & Chips,14,269.5177252,4.0,53
Queen St. E / Rhodes Ave.,Maru Japanese Bistro,14,554.2860781,4.0,17
Queen St. E / Rhodes Ave.,Burrito Bandidos,14,98.63227407,3.5,58
Queen St. E / Rhodes Ave.,Mattachioni,14,728.47,4.5,5
Queen St. E / Rhodes Ave.,Simple Coffee,14,179.6109754,4.5,2
Queen St. E / Rhodes Ave.,The Sidekick,14,625.5297679,4.5,31
Queen St. E / Rhodes Ave.,Occasions Restaurant,14,795.2799228,4.0,46
Queen St. E / Rhodes Ave.,Toto Sushi,14,729.0757804,4.5,32
Queen St. E / Rhodes Ave.,Good Behaviour,14,877.542005,4.5,11
Queen St. E / Rhodes Ave.,GG's,14,735.5028477,3.5,4
Queen St. E / Rhodes Ave.,Sauvignon Bistro,14,887.4319124,4.0,42
Queen St. E / Rhodes Ave.,Black Pony,14,732.1834312,4.5,8
Queen St. E / Rhodes Ave.,Shawarma Day,14,63.94619848,0.0,0
Queen St. E / Rhodes Ave.,Maha's,14,1066.412136,4.0,599
Queen St. E / Rhodes Ave.,Lazy Daisy's Cafe,14,735.3127654,4.0,152
Queen St. E / Rhodes Ave.,BIRDIES Fried Chicken,14,789.4736394,4.5,10
Queen St. E / Rhodes Ave.,Hastings Snack Bar,14,946.0044248,4.5,42
Queen St. E / Rhodes Ave.,Chick-N-Joy,14,319.9391251,4.0,57
Queen St. E / Rhodes Ave.,Jules Bistro,14,915.43535,3.5,31
Queen St. E / Rhodes Ave.,Karma's Kitchen,14,755.6731487,4.0,62
Queen St. E / Rhodes Ave.,The Thirsty Loon,14,708.8060407,4.0,1
Queen St. E / Rhodes Ave.,McDonald's,14,170.1876189,2.5,24
Queen St. E / Rhodes Ave.,Bombay Chowpatty,14,835.902608,3.0,58
Queen St. E / Rhodes Ave.,Maestro Omar’s Gourmet Pizza,14,560.694994,4.0,8
Queen St. E / Rhodes Ave.,Pachira Asian Cuisine,14,72.3806461,1.0,1
Queen St. E / Rhodes Ave.,Regency Restaurant,14,747.3465997,4.0,79
Queen St. E / Rhodes Ave.,Leela Indian Food Bar,14,833.2911411,4.0,17
Queen St. E / Rhodes Ave.,Desi Burger,14,839.9463247,4.0,16
Queen St. E / Rhodes Ave.,The Famous Indian Cuisine,14,791.8885778,4.0,66
Queen St. E / Rhodes Ave.,JP Restaurant,14,776.8618621,3.5,10
Queen St. E / Rhodes Ave.,Lahore Chaat & Desi Burger House,14,845.6703369,4.0,16
Queen St. E / Rhodes Ave.,Mumbai Frankie,14,833.2911411,0.0,0
Queen St. E / Rhodes Ave.,Lahore Tikka House,14,802.9975418,3.5,544
Queen St. E / Rhodes Ave.,Butter Chicken Roti,14,72.41293906,2.5,13
Queen St. E / Rhodes Ave.,The Social Gardener,14,863.6850306,3.5,5
Queen St. E / Rhodes Ave.,Tea N Bannock,14,952.8708057,4.5,47
Queen St. E / Rhodes Ave.,Sushi On Gerrard,14,976.1584531,0.0,0
Queen St. E / Rhodes Ave.,Motimahal,14,790.1981674,3.5,112
Queen St. E / Rhodes Ave.,Udupi Palace,14,776.9763783,3.5,208
Bond St / Queen St E,Richmond Station,0,292.6389211,4.5,906
Bond St / Queen St E,The Rabbit Hole,0,426.2887524,4.0,36
Bond St / Queen St E,Mogouyan Hand-Pulled Noodles,0,681.0174839,4.5,66
Bond St / Queen St E,Cafe Oro Di Napoli,0,418.2400801,4.5,97
Bond St / Queen St E,Katsuya,0,768.495745,4.5,497
Bond St / Queen St E,Amano Trattoria,0,646.7952231,4.5,24
Bond St / Queen St E,Pearl Diver,0,300.7711619,4.0,629
Bond St / Queen St E,Haidilao Hot Pot,0,295.3926549,5.0,33
Bond St / Queen St E,Beerbistro,0,420.6646117,4.0,681
Bond St / Queen St E,The Senator,0,334.0862516,4.0,492
Bond St / Queen St E,Som Tum Jinda,0,783.484486,5.0,8
Bond St / Queen St E,Bob's Bulgogi,0,137.5833836,4.0,89
Bond St / Queen St E,Hendriks Restaurant & Bar,0,269.6830053,4.0,116
Bond St / Queen St E,The Carbon Bar,0,151.1124955,4.0,419
Bond St / Queen St E,Laylak Lebanese Cuisine,0,285.0219285,4.5,10
Bond St / Queen St E,Hana Don,0,690.5955016,4.5,16
Bond St / Queen St E,Twilight Cafe,0,347.9538417,4.0,9
Bond St / Queen St E,King Taps,0,651.9579259,4.0,400
Bond St / Queen St E,Gyukatsu Kyoto Katsugyu,0,412.2541837,4.0,156
Bond St / Queen St E,Pai Northern Thai Kitchen,0,1133.079488,4.5,3475
Bond St / Queen St E,KINKA IZAKAYA ORIGINAL,0,818.3672641,4.0,1814
Bond St / Queen St E,Cactus Club Cafe,0,624.5757407,4.0,603
Bond St / Queen St E,George Restaurant,0,192.6142793,4.5,298
Bond St / Queen St E,Chefs Hall,0,653.6126788,4.0,320
Bond St / Queen St E,Carisma,0,331.2527023,4.0,200
Bond St / Queen St E,Moon Palace,0,563.5811522,4.0,60
Bond St / Queen St E,Gyu-Kaku Japanese BBQ,0,233.7895351,4.0,206
Bond St / Queen St E,Hokkaido Ramen Santouka,0,348.8602506,4.0,896
Bond St / Queen St E,Adobar,0,508.7732463,5.0,5
Bond St / Queen St E,Grandma Loves You,0,667.3189498,4.5,11
Bond St / Queen St E,Egg Club,0,377.4746269,4.5,134
Bond St / Queen St E,The Queen And Beaver Public House,0,699.7921069,4.0,414
Bond St / Queen St E,Trattoria Mercatto,0,285.8956603,3.5,236
Bond St / Queen St E,Horangee Sikdang,0,946.3747857,4.5,42
Bond St / Queen St E,11:59 Bar:Café,0,523.1427125,4.0,4
Bond St / Queen St E,Piano Piano,0,500.9842218,4.0,29
Bond St / Queen St E,Trios Bistro,0,528.7489596,4.0,22
Bond St / Queen St E,Teller's Bar and Lounge,0,500.252004,4.5,5
Bond St / Queen St E,Woods Restaurant & Bar,0,490.5066983,4.0,96
Bond St / Queen St E,GB Hand-pulled Noodles,0,678.9205137,4.0,581
Bond St / Queen St E,Mado Yonge,0,297.1750288,4.0,16
Bond St / Queen St E,Liko's Hawaiian BBQ,0,529.9998333,4.0,4
Bond St / Queen St E,Daldongnae Korean BBQ - Dundas Square,0,672.7241533,4.5,11
Bond St / Queen St E,Congee Queen,0,705.0325249,4.0,48
Bond St / Queen St E,Library Bar,0,862.2803532,4.0,128
Bond St / Queen St E,Fusaro's,0,573.7240213,4.0,92
Bond St / Queen St E,Terroni,0,282.6465757,3.5,790
Bond St / Queen St E,The Poke Box,0,321.8673123,4.5,180
Bond St / Queen St E,Vietlicious Toronto,0,573.8117499,4.5,5
Bond St / Queen St E,FAMO Sandwiches,0,590.0170074,4.5,34
Church St / Alexander St,Kintaro Izakaya,12,52.83519431,4.0,246
Church St / Alexander St,Horangee Sikdang,12,393.4154721,4.5,42
Church St / Alexander St,Katsuya,12,432.975108,4.5,497
Church St / Alexander St,Som Tum Jinda,12,425.92144,5.0,8
Church St / Alexander St,Lao Lao Bar,12,489.1168824,4.5,45
Church St / Alexander St,Hair of the Dog,12,102.7436094,4.0,369
Church St / Alexander St,KINKA IZAKAYA ORIGINAL,12,383.322571,4.0,1814
Church St / Alexander St,Sinjeon Topokki,12,309.7401158,4.5,8
Church St / Alexander St,Afuri,12,129.9860207,4.0,22
Church St / Alexander St,Sanuki Udon,12,257.4529509,4.0,26
Church St / Alexander St,Pocha 1989,12,176.3187909,3.5,21
Church St / Alexander St,Loaded Pierogi,12,113.1754124,4.0,28
Church St / Alexander St,Si Lom Thai Bistro,12,150.8469389,4.0,200
Church St / Alexander St,Gurume Sushi,12,265.3156091,5.0,53
Church St / Alexander St,Mogouyan Hand-Pulled Noodles,12,954.1351089,4.5,66
Church St / Alexander St,Egg Club Wellesley,12,305.472054,4.5,39
Church St / Alexander St,Mabu Generation,12,395.9857807,4.0,54
Church St / Alexander St,The Cherie  Bistro,12,163.624671,4.0,25
Church St / Alexander St,The Bar Jokbal Night Market,12,611.5800533,4.5,4
Church St / Alexander St,Dakgogi,12,280.4325332,3.0,37
Church St / Alexander St,Soy Boys,12,79.47181056,4.5,9
Church St / Alexander St,Torch Pressed Sushi,12,246.9970012,4.5,73
Church St / Alexander St,Stuu Stuu,12,266.6320953,5.0,2
Church St / Alexander St,Koyoi Restaurant & Bar,12,530.7224978,4.0,135
Church St / Alexander St,Mogouyan Hand-Pulled Noodles,12,815.9742293,4.0,89
Church St / Alexander St,The Carlton Restaurant,12,232.8943221,4.5,7
Church St / Alexander St,Storm Crow Manor,12,353.7921306,4.0,147
Church St / Alexander St,The Churchmouse: A Firkin Pub,12,99.53303049,3.5,84
Church St / Alexander St,Okonomi House Restaurant,12,750.7287906,4.0,316
Church St / Alexander St,Hotopia,12,254.9499522,3.5,28
Church St / Alexander St,Darvish Restaurant,12,309.6541388,4.0,118
Church St / Alexander St,Sang-Ji Fried Bao,12,696.2390903,4.5,10
Church St / Alexander St,Tokyo Kitchen,12,712.3206557,4.0,168
Church St / Alexander St,BOKU,12,343.2818621,3.5,31
Church St / Alexander St,Sunny Taiwanese Breakfast,12,493.3047865,4.0,1
Church St / Alexander St,The Senator,12,892.664212,4.0,492
Church St / Alexander St,Globol Restaurants,12,170.265756,5.0,1
Church St / Alexander St,Edomae Kiyomi,12,426.9042892,4.0,30
Church St / Alexander St,Daldongnae Korean BBQ - Dundas Square,12,620.9201925,4.5,11
Church St / Alexander St,Congee Queen,12,617.9606273,4.0,48
Church St / Alexander St,Gyukatsu Kyoto Katsugyu,12,823.0274131,4.0,156
Church St / Alexander St,More Natas Please,12,819.5748772,4.0,9
Church St / Alexander St,Mr.Tonkatsu,12,346.8242765,4.0,81
Church St / Alexander St,The Queen And Beaver Public House,12,750.2916296,4.0,414
Church St / Alexander St,Maison Selby,12,890.4682378,4.0,114
Church St / Alexander St,Miss Fu In Chengdu,12,588.1784617,4.0,8
Church St / Alexander St,O'Grady's Restaurant,12,88.94312095,3.0,133
Church St / Alexander St,Super Chicken,12,493.4137014,5.0,1
Church St / Alexander St,Bocconcini Toronto,12,448.7980885,4.5,24
Church St / Alexander St,Four Four South Village,12,312.790257,3.5,118
University Ave / Gerrard St W (East Side),Mogouyan Hand-Pulled Noodles,0,442.3264604,4.5,66
University Ave / Gerrard St W (East Side),Yuugi Izakaya,0,436.7510328,4.5,83
University Ave / Gerrard St W (East Side),Hana Don,0,432.7536684,4.5,16
University Ave / Gerrard St W (East Side),Horangee Sikdang,0,615.3108818,4.5,42
University Ave / Gerrard St W (East Side),Katsuya,0,871.007125,4.5,497
University Ave / Gerrard St W (East Side),The Queen And Beaver Public House,0,473.2283897,4.0,414
University Ave / Gerrard St W (East Side),Soya Mandarin Kitchen,0,393.3228045,4.0,38
University Ave / Gerrard St W (East Side),Gyubee Japanese Grill - Dundas,0,393.410996,4.5,210
University Ave / Gerrard St W (East Side),Dzo Viet Eatery,0,425.6748377,4.0,150
University Ave / Gerrard St W (East Side),Dear Saigon,0,433.9528762,4.0,18
University Ave / Gerrard St W (East Side),Omai Restaurant,0,337.243246,4.0,126
University Ave / Gerrard St W (East Side),Manpuku Japanese Eatery,0,476.0999776,4.0,517
University Ave / Gerrard St W (East Side),Som Tum Jinda,0,921.8490398,5.0,8
University Ave / Gerrard St W (East Side),Holy Cow Japanese Steakhouse,0,876.7258424,4.5,158
University Ave / Gerrard St W (East Side),KINKA IZAKAYA ORIGINAL,0,877.1467902,4.0,1814
University Ave / Gerrard St W (East Side),Moon Palace,0,571.2114797,4.0,60
University Ave / Gerrard St W (East Side),Richmond Station,0,1066.148496,4.5,906
University Ave / Gerrard St W (East Side),GB Hand-pulled Noodles,0,456.0417772,4.0,581
University Ave / Gerrard St W (East Side),Yubu,0,486.9302847,4.0,9
University Ave / Gerrard St W (East Side),Lao Lao Bar,0,932.2753833,4.5,45
University Ave / Gerrard St W (East Side),Mom's Pan-Fried Buns,0,339.3661423,4.0,18
University Ave / Gerrard St W (East Side),The Senator,0,848.4784848,4.0,492
University Ave / Gerrard St W (East Side),Congee Queen,0,580.6265471,4.0,48
University Ave / Gerrard St W (East Side),bb.q Chicken,0,435.5192889,4.0,19
University Ave / Gerrard St W (East Side),Brown Donkatsu,0,419.6819547,4.5,20
University Ave / Gerrard St W (East Side),Rikki Tikki,0,1072.414516,5.0,25
University Ave / Gerrard St W (East Side),Sansotei Ramen,0,376.0641586,4.0,941
University Ave / Gerrard St W (East Side),Daldongnae Korean BBQ - Dundas Square,0,619.76929,4.5,11
University Ave / Gerrard St W (East Side),Smoque N' Bones,0,411.4815784,4.0,5
University Ave / Gerrard St W (East Side),Butter & Blue,0,329.7187713,4.5,11
University Ave / Gerrard St W (East Side),Sanuki Udon,0,740.3221089,4.0,26
University Ave / Gerrard St W (East Side),Haidilao Hot Pot,0,827.0627336,5.0,33
University Ave / Gerrard St W (East Side),Hong Kong Bistro Cafe,0,783.4715684,4.0,119
University Ave / Gerrard St W (East Side),Three Kingdoms Pizza,0,325.9130386,4.5,9
University Ave / Gerrard St W (East Side),Est West Cafe,0,187.2454826,4.0,62
University Ave / Gerrard St W (East Side),The Poké Box,0,187.2454826,4.5,23
University Ave / Gerrard St W (East Side),The Smith House,0,394.8963501,5.0,1
University Ave / Gerrard St W (East Side),Trios Bistro,0,608.2661934,4.0,22
University Ave / Gerrard St W (East Side),Yeah Yeah Thai,0,868.4641782,4.5,23
University Ave / Gerrard St W (East Side),The Rabbit Hole,0,1148.617851,4.0,36
University Ave / Gerrard St W (East Side),Liko's Hawaiian BBQ,0,706.7296053,4.0,4
University Ave / Gerrard St W (East Side),Artisan Plus,0,446.7032105,4.0,59
University Ave / Gerrard St W (East Side),A Bite of Sichuan,0,326.4994782,4.0,11
University Ave / Gerrard St W (East Side),Light Cafe,0,371.2777868,4.0,251
University Ave / Gerrard St W (East Side),Wah Too Seafood Restaurant,0,370.261119,4.0,34
University Ave / Gerrard St W (East Side),Yeondon Ball Katsu,0,358.4610395,4.0,7
University Ave / Gerrard St W (East Side),Deer Garden Signatures,0,380.8638441,3.5,17
University Ave / Gerrard St W (East Side),Gurume Sushi,0,771.173441,5.0,53
University Ave / Gerrard St W (East Side),Patchmon's Thai Desserts & More,0,414.2583953,4.5,45
University Ave / Gerrard St W (East Side),Juicy Dumpling,0,962.4739445,4.0,626
Edward St / Yonge St,Mogouyan Hand-Pulled Noodles,5,180.9763467,4.5,66
Edward St / Yonge St,The Queen And Beaver Public House,5,82.12766739,4.0,414
Edward St / Yonge St,Hana Don,5,184.9568038,4.5,16
Edward St / Yonge St,Horangee Sikdang,5,431.1258446,4.5,42
Edward St / Yonge St,Moon Palace,5,65.11778745,4.0,60
Edward St / Yonge St,Katsuya,5,481.8277559,4.5,497
Edward St / Yonge St,Richmond Station,5,657.1055129,4.5,906
Edward St / Yonge St,Som Tum Jinda,5,530.4017168,5.0,8
Edward St / Yonge St,Haidilao Hot Pot,5,329.603054,5.0,33
Edward St / Yonge St,KINKA IZAKAYA ORIGINAL,5,513.8295418,4.0,1814
Edward St / Yonge St,The Senator,5,320.2991263,4.0,492
Edward St / Yonge St,The Rabbit Hole,5,782.5187075,4.0,36
Edward St / Yonge St,Firefly Burger,5,176.6297243,5.0,2
Edward St / Yonge St,bb.q Chicken,5,105.2098834,4.0,19
Edward St / Yonge St,Daldongnae Korean BBQ - Dundas Square,5,192.5612754,4.5,11
Edward St / Yonge St,GB Hand-pulled Noodles,5,78.48210547,4.0,581
Edward St / Yonge St,Gyubee Japanese Grill - Dundas,5,301.8531718,4.5,210
Edward St / Yonge St,Congee Queen,5,185.0234078,4.0,48
Edward St / Yonge St,Twilight Cafe,5,288.1211708,4.0,9
Edward St / Yonge St,Trios Bistro,5,240.9029416,4.0,22
Edward St / Yonge St,Barberian's Steak House,5,108.2263612,4.0,320
Edward St / Yonge St,Pai Northern Thai Kitchen,5,1095.591014,4.5,3475
Edward St / Yonge St,Vietlicious Toronto,5,152.3892934,4.5,5
Edward St / Yonge St,JOEY Eaton Centre,5,111.9070606,3.5,538
Edward St / Yonge St,Hendriks Restaurant & Bar,5,419.046462,4.0,116
Edward St / Yonge St,Gyukatsu Kyoto Katsugyu,5,523.7207768,4.0,156
Edward St / Yonge St,Adega Restaurante,5,75.92898881,4.0,161
Edward St / Yonge St,Sinjeon Topokki,5,587.9581234,4.5,8
Edward St / Yonge St,Donatello Restaurant,5,97.54129104,4.0,186
Edward St / Yonge St,Dave's Hot Chicken,5,121.1460441,4.5,9
Edward St / Yonge St,Sanuki Udon,5,552.3501665,4.0,26
Edward St / Yonge St,Gurume Sushi,5,537.020256,5.0,53
Edward St / Yonge St,Brown Donkatsu,5,212.2904367,4.5,20
Edward St / Yonge St,Konjiki Ramen Downtown,5,96.11052362,4.0,115
Edward St / Yonge St,Artisan Plus,5,176.9878041,4.0,59
Edward St / Yonge St,Chefs Hall,5,714.1682629,4.0,320
Edward St / Yonge St,Egg Club,5,396.3388766,4.5,134
Edward St / Yonge St,You Don Ya,5,158.6079577,3.5,93
Edward St / Yonge St,Shitamachi Tendon Akimitsu,5,96.11052362,3.5,68
Edward St / Yonge St,Hokkaido Ramen Santouka,5,423.6890738,4.0,896
Edward St / Yonge St,Mom's Pan-Fried Buns,5,349.0248452,4.0,18
Edward St / Yonge St,Liko's Hawaiian BBQ,5,413.4860881,4.0,4
Edward St / Yonge St,Grandma Loves You,5,721.2853809,4.5,11
Edward St / Yonge St,Adobar,5,701.3337113,5.0,5
Edward St / Yonge St,Sansotei Ramen,5,355.8693091,4.0,941
Edward St / Yonge St,Trattoria Mercatto,5,372.0957703,3.5,236
Edward St / Yonge St,Elm Street Italian Deli,5,96.78637316,4.5,29
Edward St / Yonge St,Manpuku Japanese Eatery,5,738.4851027,4.0,517
Edward St / Yonge St,Lao Lao Bar,5,1031.553414,4.5,45
Edward St / Yonge St,Cactus Club Cafe,5,803.5507344,4.0,603
Euclid Ave / Bloor St W,Jin Dal Lae,14,45.70845779,4.5,115
Euclid Ave / Bloor St W,Yummy Korean Food Restaurant,14,62.04971462,4.0,275
Euclid Ave / Bloor St W,Daldongnae Korean BBQ - Christie,14,75.10814858,4.5,92
Euclid Ave / Bloor St W,Paldo Gangsan,14,224.8788973,4.5,86
Euclid Ave / Bloor St W,Korean Village Restaurant,14,28.68956625,4.0,428
Euclid Ave / Bloor St W,Mapo Pocha Soju Bar,14,165.9159065,5.0,3
Euclid Ave / Bloor St W,Her Chef,14,147.5482433,4.5,63
Euclid Ave / Bloor St W,Insomnia Restaurant & Lounge,14,346.4745854,4.0,1020
Euclid Ave / Bloor St W,MaMa Chef Korean Restaurant,14,47.32785108,4.0,68
Euclid Ave / Bloor St W,Jjin Toast,14,286.7029355,5.0,23
Euclid Ave / Bloor St W,Kimsoonrye Soonsal Chicken,14,62.04971462,5.0,2
Euclid Ave / Bloor St W,Mapo Korean BBQ,14,246.880548,4.0,67
Euclid Ave / Bloor St W,Sunrise House,14,82.31401015,4.0,215
Euclid Ave / Bloor St W,Snowday BingSu Cafe,14,164.6719275,5.0,1
Euclid Ave / Bloor St W,Rasa,14,890.038831,4.5,327
Euclid Ave / Bloor St W,Hancook Cheese Dakgalbi,14,133.9203127,4.0,84
Euclid Ave / Bloor St W,Tacos El Asador,14,189.5653038,4.0,323
Euclid Ave / Bloor St W,Kintori Yakitori Izakaya,14,129.981324,3.5,55
