Restaurant Name,Category Name,Latitude,Longitude,Distance,Rating,Number of Reviews,Price Point,Bike Station Lat,Bike Station Lon
bb.q Chicken,korean,43.65728792,-79.38379124,435.5192889,4,19,$$,43.657763,-79.389165
Brown Donkatsu,korean,43.65561316,-79.3848772,419.6819547,4.5,20,no data,43.657763,-79.389165
Rikki Tikki,indpak,43.6540813,-79.4014858,1072.414516,5,25,no data,43.657763,-79.389165
Sansotei Ramen,ramen,43.655,-79.38643,376.0641586,4,941,$$,43.657763,-79.389165
Daldongnae Korean BBQ - Dundas Square,korean,43.658244,-79.381345,619.76929,4.5,11,no data,43.657763,-79.389165
Smoque N' Bones,bbq,43.65611292,-79.39374324,411.4815784,4,5,no data,43.657763,-79.389165
Butter & Blue,cafes,43.65617849,-79.39262932,329.7187713,4.5,11,no data,43.657763,-79.389165
Sanuki Udon,japanese,43.66162,-79.38153,740.3221089,4,26,no data,43.657763,-79.389165
Haidilao Hot Pot,chinese,43.65463298,-79.379839,827.0627336,5,33,no data,43.657763,-79.389165
Hong Kong Bistro Cafe,chinese,43.65348,-79.39686,783.4715684,4,119,$,43.657763,-79.389165
Three Kingdoms Pizza,pizza,43.6560678,-79.3924699,325.9130386,4.5,9,no data,43.657763,-79.389165
Est West Cafe,sandwiches,43.65901,-79.39115,187.2454826,4,62,$,43.657763,-79.389165
The Poké Box,salad,43.6588089,-79.3909892,187.2454826,4.5,23,$$,43.657763,-79.389165
The Smith House,pizza,43.658894,-79.393786,394.8963501,5,1,no data,43.657763,-79.389165
Trios Bistro,newcanadian,43.6545725,-79.3830233,608.2661934,4,22,$$,43.657763,-79.389165
Yeah Yeah Thai,thai,43.655288,-79.399358,868.4641782,4.5,23,no data,43.657763,-79.389165
The Rabbit Hole,gastropubs,43.64995,-79.37976,1148.617851,4,36,no data,43.657763,-79.389165
Liko's Hawaiian BBQ,foodtrucks,43.6516,-79.38331,706.7296053,4,4,no data,43.657763,-79.389165
Artisan Plus,noodles,43.65578,-79.38444,446.7032105,4,59,$$,43.657763,-79.389165
A Bite of Sichuan,chinese,43.6560587,-79.3924699,326.4994782,4,11,no data,43.657763,-79.389165
Light Cafe,cafes,43.65594,-79.393,371.2777868,4,251,$$,43.657763,-79.389165
Wah Too Seafood Restaurant,seafood,43.6547399,-79.3872,370.261119,4,34,$$,43.657763,-79.389165
Yeondon Ball Katsu,korean,43.65477555,-79.3874906,358.4610395,4,7,no data,43.657763,-79.389165
Deer Garden Signatures,chinese,43.66024303,-79.38589945,380.8638441,3.5,17,no data,43.657763,-79.389165
Gurume Sushi,sushi,43.66139146,-79.38099527,771.173441,5,53,no data,43.657763,-79.389165
Patchmon's Thai Desserts & More,desserts,43.6542472,-79.3908683,414.2583953,4.5,45,$$,43.657763,-79.389165
Juicy Dumpling,dimsum,43.65252,-79.39854,962.4739445,4,626,$,43.657763,-79.389165
Mogouyan Hand-Pulled Noodles,noodles,43.65573,-79.38449,180.9763467,4.5,66,$$,43.656729,-79.382736
The Queen And Beaver Public House,pubs,43.65734,-79.38334,82.12766739,4,414,$$,43.656729,-79.382736
Hana Don,japanese,43.65572,-79.38454,184.9568038,4.5,16,no data,43.656729,-79.382736
Horangee Sikdang,korean,43.660605,-79.382602,431.1258446,4.5,42,no data,43.656729,-79.382736
Moon Palace,seafood,43.6561951,-79.38240341,65.11778745,4,60,no data,43.656729,-79.382736
Katsuya,japanese,43.65995,-79.37882,481.8277559,4.5,497,$$,43.656729,-79.382736
Richmond Station,newcanadian,43.6513729,-79.379285,657.1055129,4.5,906,$$$,43.656729,-79.382736
Som Tum Jinda,thai,43.66019851,-79.3782113,530.4017168,5,8,no data,43.656729,-79.382736
Haidilao Hot Pot,chinese,43.65463298,-79.379839,329.603054,5,33,no data,43.656729,-79.382736
KINKA IZAKAYA ORIGINAL,japanese,43.66042407,-79.37890046,513.8295418,4,1814,$$,43.656729,-79.382736
The Senator,breakfast_brunch,43.65574,-79.37896,320.2991263,4,492,$$,43.656729,-79.382736
The Rabbit Hole,gastropubs,43.64995,-79.37976,782.5187075,4,36,no data,43.656729,-79.382736
Firefly Burger,burgers,43.65796885,-79.3813635,176.6297243,5,2,no data,43.656729,-79.382736
bb.q Chicken,korean,43.65728792,-79.38379124,105.2098834,4,19,$$,43.656729,-79.382736
Daldongnae Korean BBQ - Dundas Square,korean,43.658244,-79.381345,192.5612754,4.5,11,no data,43.656729,-79.382736
GB Hand-pulled Noodles,chinese,43.65669,-79.38385,78.48210547,4,581,$$,43.656729,-79.382736
Gyubee Japanese Grill - Dundas,japanese,43.6551427,-79.3857634,301.8531718,4.5,210,$$$,43.656729,-79.382736
Congee Queen,cantonese,43.658302,-79.381986,185.0234078,4,48,$$,43.656729,-79.382736
Twilight Cafe,cafes,43.65552,-79.37961,288.1211708,4,9,no data,43.656729,-79.382736
Trios Bistro,newcanadian,43.6545725,-79.3830233,240.9029416,4,22,$$,43.656729,-79.382736
Barberian's Steak House,steak,43.6576,-79.38212,108.2263612,4,320,$$$$,43.656729,-79.382736
Pai Northern Thai Kitchen,thai,43.64784,-79.38872,1095.591014,4.5,3475,$$,43.656729,-79.382736
Vietlicious Toronto,vietnamese,43.65733983,-79.3810403,152.3892934,4.5,5,no data,43.656729,-79.382736
JOEY Eaton Centre,newcanadian,43.6558709,-79.38200919,111.9070606,3.5,538,$$,43.656729,-79.382736
Hendriks Restaurant & Bar,tradamerican,43.653501,-79.380048,419.046462,4,116,$$$,43.656729,-79.382736
Gyukatsu Kyoto Katsugyu,japanese,43.65687,-79.37616,523.7207768,4,156,$$,43.656729,-79.382736
Adega Restaurante,portuguese,43.65732,-79.38323,75.92898881,4,161,$$$,43.656729,-79.382736
Sinjeon Topokki,korean,43.66115,-79.37869,587.9581234,4.5,8,no data,43.656729,-79.382736
Donatello Restaurant,italian,43.657425,-79.383474,97.54129104,4,186,$$$,43.656729,-79.382736
Dave's Hot Chicken,halal,43.65730383,-79.38145676,121.1460441,4.5,9,no data,43.656729,-79.382736
Sanuki Udon,japanese,43.66162,-79.38153,552.3501665,4,26,no data,43.656729,-79.382736
Gurume Sushi,sushi,43.66139146,-79.38099527,537.020256,5,53,no data,43.656729,-79.382736
Brown Donkatsu,korean,43.65561316,-79.3848772,212.2904367,4.5,20,no data,43.656729,-79.382736
Konjiki Ramen Downtown,ramen,43.65729,-79.38358,96.11052362,4,115,$$,43.656729,-79.382736
Artisan Plus,noodles,43.65578,-79.38444,176.9878041,4,59,$$,43.656729,-79.382736
Chefs Hall,food_court,43.6503522,-79.3837951,714.1682629,4,320,$$,43.656729,-79.382736
Egg Club,coffee,43.65655,-79.37793,396.3388766,4.5,134,$,43.656729,-79.382736
You Don Ya,japanese,43.6557138,-79.38412092,158.6079577,3.5,93,$$,43.656729,-79.382736
Shitamachi Tendon Akimitsu,japanese,43.65729,-79.38358,96.11052362,3.5,68,$$,43.656729,-79.382736
Hokkaido Ramen Santouka,ramen,43.65632173,-79.37749958,423.6890738,4,896,$$,43.656729,-79.382736
Mom's Pan-Fried Buns,chinese,43.65532939,-79.38661928,349.0248452,4,18,no data,43.656729,-79.382736
Liko's Hawaiian BBQ,foodtrucks,43.6516,-79.38331,413.4860881,4,4,no data,43.656729,-79.382736
Grandma Loves You,hotdog,43.65030223,-79.3839517,721.2853809,4.5,11,no data,43.656729,-79.382736
Adobar,filipino,43.65738,-79.37396,701.3337113,5,5,no data,43.656729,-79.382736
Sansotei Ramen,ramen,43.655,-79.38643,355.8693091,4,941,$$,43.656729,-79.382736
Trattoria Mercatto,italian,43.65367,-79.38007,372.0957703,3.5,236,$$,43.656729,-79.382736
Elm Street Italian Deli,delis,43.65757803,-79.38247092,96.78637316,4.5,29,no data,43.656729,-79.382736
Manpuku Japanese Eatery,japanese,43.65406,-79.39101,738.4851027,4,517,$,43.656729,-79.382736
Lao Lao Bar,laotian,43.665799,-79.385537,1031.553414,4.5,45,no data,43.656729,-79.382736
Cactus Club Cafe,cocktailbars,43.64950421,-79.38251803,803.5507344,4,603,$$,43.656729,-79.382736
Jin Dal Lae,korean,43.664166,-79.41517,45.70845779,4.5,115,$$,43.664467,-79.414783
Yummy Korean Food Restaurant,korean,43.66469,-79.4140199,62.04971462,4,275,$$,43.664467,-79.414783
Daldongnae Korean BBQ - Christie,korean,43.66434,-79.41566,75.10814858,4.5,92,$$$,43.664467,-79.414783
Paldo Gangsan,korean,43.664,-79.41743,224.8788973,4.5,86,$,43.664467,-79.414783
Korean Village Restaurant,korean,43.66461,-79.41444,28.68956625,4,428,$$,43.664467,-79.414783
Mapo Pocha Soju Bar,korean,43.6640448,-79.41676136,165.9159065,5,3,no data,43.664467,-79.414783
Her Chef,asianfusion,43.66457,-79.41292,147.5482433,4.5,63,$$,43.664467,-79.414783
Insomnia Restaurant & Lounge,lounges,43.665961,-79.411003,346.4745854,4,1020,$$,43.664467,-79.414783
MaMa Chef Korean Restaurant,korean,43.66444,-79.41534,47.32785108,4,68,$$,43.664467,-79.414783
Jjin Toast,korean,43.66532676,-79.41142268,286.7029355,5,23,no data,43.664467,-79.414783
Kimsoonrye Soonsal Chicken,korean,43.664715,-79.41408,62.04971462,5,2,no data,43.664467,-79.414783
Mapo Korean BBQ,bbq,43.6639096,-79.4177539,246.880548,4,67,$$,43.664467,-79.414783
Sunrise House,korean,43.66401,-79.41561,82.31401015,4,215,$$,43.664467,-79.414783
Snowday BingSu Cafe,coffee,43.66379289,-79.4166058,164.6719275,5,1,no data,43.664467,-79.414783
Rasa,newcanadian,43.6627752,-79.4039682,890.038831,4.5,327,$$,43.664467,-79.414783
Hancook Cheese Dakgalbi,korean,43.66457,-79.41304,133.9203127,4,84,$$,43.664467,-79.414783
Tacos El Asador,mexican,43.6636499,-79.41686,189.5653038,4,323,$,43.664467,-79.414783
Kintori Yakitori Izakaya,japanese,43.66419,-79.41632,129.981324,3.5,55,$$,43.664467,-79.414783
Buk Chang Dong Soon Tofu,korean,43.66363,-79.4169299,202.1350881,4,486,$$,43.664467,-79.414783
Hodo Kwaja,bakeries,43.66438,-79.41557,65.93742111,4.5,244,$,43.664467,-79.414783
Imonay House Restaurant,korean,43.6641195,-79.4158477,93.95575474,4,90,$$,43.664467,-79.414783
Clinton's,korean,43.663596,-79.417367,228.6401541,5,2,no data,43.664467,-79.414783
Damda Restaurant,korean,43.663966,-79.415548,80.46929245,4.5,14,no data,43.664467,-79.414783
Yupdduk Bloor,korean,43.66473,-79.4138,83.81367501,4,28,no data,43.664467,-79.414783
Kevin's Taiyaki,gourmet,43.66381,-79.41621,140.6504889,4.5,79,$,43.664467,-79.414783
C-Block Taiwanese Bento,taiwanese,43.664001,-79.41705,193.701126,4.5,6,no data,43.664467,-79.414783
Y Not Italian!,modern_european,43.66057485,-79.41484753,432.8182161,5,4,no data,43.664467,-79.414783
Lamhan,vietnamese,43.66342705,-79.41859509,327.7181327,4,5,no data,43.664467,-79.414783
Chung Chun Rice Dog,hotdog,43.66443,-79.41375,80.22528696,4.5,72,no data,43.664467,-79.414783
Ninetails Coffee Bar,coffee,43.66408,-79.41527,59.58399388,4.5,34,no data,43.664467,-79.414783
Mr.Tonkatsu,japanese,43.66541,-79.41074,336.9787433,4,193,$$,43.664467,-79.414783
El Pocho Antojitos Bar,bars,43.66963,-79.41338,585.5763101,4.5,84,$$,43.664467,-79.414783
Barrio Coreano,korean,43.66441194,-79.4151261,28.26881974,3.5,248,$$,43.664467,-79.414783
La Bella Managua,latin,43.66232,-79.42495,856.7195182,4.5,254,$$,43.664467,-79.414783
MamaDon,japanese,43.66484,-79.41336,122.3432453,3.5,5,no data,43.664467,-79.414783
Morellina’s,cafes,43.6672495,-79.41999879,521.286617,5,10,no data,43.664467,-79.414783
Poop Cafe,desserts,43.66411,-79.41674,165.1399099,3,276,$$,43.664467,-79.414783
Rustle & Still Café,coffee,43.66457,-79.41304,134.0006445,4.5,153,$,43.664467,-79.414783
Ave Maria Latin Café,coffee,43.6643105,-79.4143295,36.28999578,4.5,38,$,43.664467,-79.414783
Kimchi House,korean,43.66495,-79.41271,172.4401806,4,52,$$,43.664467,-79.414783
Szechuan Noodle Bowl,chinese,43.6653659,-79.4109774,322.0172006,4.5,5,no data,43.664467,-79.414783
The Korean Kitchen,korean,43.66353,-79.41738,235.2307238,3.5,33,$$,43.664467,-79.414783
Her Father's Cider Bar & Kitchen,gastropubs,43.66232,-79.40453,856.3421814,4.5,191,$$,43.664467,-79.414783
Korea House,korean,43.66421,-79.41625,122.6557715,3.5,61,$$,43.664467,-79.414783
Chantecler,french,43.66288005,-79.4222638,627.0868857,5,1,no data,43.664467,-79.414783
Napoli Centrale,italian,43.6695182,-79.4129745,580.1984958,4.5,64,$$,43.664467,-79.414783
Dessert Fox,desserts,43.6642522,-79.4146051,27.84339457,4.5,12,no data,43.664467,-79.414783
KINKA IZAKAYA ANNEX,japanese,43.665157,-79.410658,340.5592293,4,506,$$,43.664467,-79.414783
Owl of Minerva,korean,43.66398,-79.4175099,229.796282,3.5,118,$$,43.664467,-79.414783
Doo Roo Ae,korean,43.6639519,-79.4155197,80.73892603,3.5,85,$$,43.664467,-79.414783
Trattoria Nervosa,italian,43.67101,-79.39104,527.7014724,4,405,$$,43.675492,-79.388858
Mineral,noodles,43.67763,-79.38947,243.7455042,4.5,26,no data,43.675492,-79.388858
Grandma Loves You,sandwiches,43.677846,-79.39010811,280.3957015,5,75,$$,43.675492,-79.388858
Happy Burger,hotdog,43.6743209,-79.3880618,145.1123437,4.5,16,$$,43.675492,-79.388858
Mogouyan Hand-Pulled Noodles,noodles,43.66943,-79.38671,694.1564398,4,89,$$,43.675492,-79.388858
156 Cumberland,korean,43.67004,-79.3933,713.4391638,4.5,23,no data,43.675492,-79.388858
The Oxley,pubs,43.67059,-79.39304,643.569837,4,182,$$,43.675492,-79.388858
Black Camel,sandwiches,43.67712223,-79.38920971,183.466949,4.5,382,$,43.675492,-79.388858
The Rebel House,pubs,43.67763,-79.39008,259.1595253,3.5,123,$$,43.675492,-79.388858
PLANTA Yorkville,vegetarian,43.67028,-79.38945,588.9538906,4,507,$$,43.675492,-79.388858
Robot Boil House,seafood,43.67471,-79.38819,99.43293877,4,22,$$$,43.675492,-79.388858
Yuzuki,japanese,43.6713124,-79.3838651,619.5323315,4.5,43,no data,43.675492,-79.388858
Buca Yorkville,italian,43.67214,-79.3894,370.5835065,4,207,$$$,43.675492,-79.388858
Public School,cafes,43.6708779,-79.3845954,617.0601314,4,8,no data,43.675492,-79.388858
Cafe Landwer - Yonge & Bloor,breakfast_brunch,43.67028,-79.38553,634.9875142,4,74,$$,43.675492,-79.388858
Eataly Toronto,italian,43.66961542,-79.38879486,653.4652177,3.5,293,$$,43.675492,-79.388858
More Natas Please,desserts,43.66950221,-79.38661024,690.1319026,4,9,no data,43.675492,-79.388858
Poppadum,indpak,43.67246,-79.3879,345.3248751,5,6,no data,43.675492,-79.388858
Pantry,breakfast_brunch,43.67831695,-79.39019645,332.0509258,4,22,$$,43.675492,-79.388858
The MoMo House,himalayan,43.6703275,-79.3901571,583.6929316,4,27,no data,43.675492,-79.388858
Quanto Basta,italian,43.67874,-79.39051,384.336658,3.5,45,$$,43.675492,-79.388858
Portici,italian,43.67196,-79.39072,319.8847484,4,85,$$,43.675492,-79.388858
Okonomi House Restaurant,japanese,43.66831107,-79.38713375,810.4353273,4,316,$,43.675492,-79.388858
Skylight Rooftop Bar,desserts,43.67089267,-79.3845954,615.6956369,4,14,$$$$,43.675492,-79.388858
El Tenedor,spanish,43.67512,-79.38837,63.42564168,5,5,no data,43.675492,-79.388858
Osteria Giulia,italian,43.67431,-79.39668,635.1025893,4.5,32,$$$$,43.675492,-79.388858
The Bar Jokbal Night Market,korean,43.667725,-79.385608,905.9388532,4.5,4,no data,43.675492,-79.388858
Joso's,seafood,43.6751099,-79.39607,583.389244,4.5,172,$$$,43.675492,-79.388858
Clay Restaurant,newcanadian,43.66798,-79.39347,892.2696858,4,22,no data,43.675492,-79.388858
Sang-Ji Fried Bao,dumplings,43.6686,-79.385637,808.0658901,4.5,10,no data,43.675492,-79.388858
Kibo Secret Garden,japanese,43.6700657,-79.3932832,699.0594925,4,32,no data,43.675492,-79.388858
Avant Gout Restaurant,french,43.67864,-79.39045,371.3281811,4,21,no data,43.675492,-79.388858
Kiro Sushi,japanese,43.67226623,-79.38744119,376.3531023,4,81,$$,43.675492,-79.388858
Tokyo Kitchen,japanese,43.66909401,-79.38511244,772.5750936,4,168,$$,43.675492,-79.388858
Aburi Hana,sushi,43.67104,-79.392555,582.9283503,4.5,20,no data,43.675492,-79.388858
Rosedale Diner,diners,43.68036,-79.3912299,573.6968449,3.5,115,$$,43.675492,-79.388858
Ristorante Sotto Sotto,italian,43.67374,-79.39646,643.3016398,4,128,$$$,43.675492,-79.388858
Sorrel,mediterranean,43.6802406,-79.3911819,556.1184915,3.5,32,$$$,43.675492,-79.388858
Fieramosca,italian,43.66963,-79.39719,949.2637181,4.5,112,$$$,43.675492,-79.388858
Joni Restaurant,bistros,43.66919,-79.39471,851.8734647,4,16,no data,43.675492,-79.388858
D Azur,french,43.67162,-79.38971,423.4313026,4,1,no data,43.675492,-79.388858
RollStar Sushi,sushi,43.67466,-79.38876,92.56301505,4.5,18,no data,43.675492,-79.388858
Masaki Saito,japanese,43.67224,-79.39586,676.4883398,4.5,12,no data,43.675492,-79.388858
Kasa Moto,japanese,43.670608,-79.3927837,628.184752,3.5,263,$$$,43.675492,-79.388858
Lee Chen Bistro,dimsum,43.672372,-79.387436,365.2918516,3.5,174,$$,43.675492,-79.388858
Dalbam,korean,43.669914,-79.383017,778.0680471,5,1,no data,43.675492,-79.388858
Terroni,italian,43.68001128,-79.39051915,519.974337,3,321,$$$,43.675492,-79.388858
Café Boulud,cafes,43.6719213,-79.388922,397.0766469,3.5,276,$$$$,43.675492,-79.388858
Mi'hito Sushi Laboratory,sushi,43.67113783,-79.39445134,660.8912152,4.5,6,no data,43.675492,-79.388858
Bibab Express,sushi,43.67318344,-79.3881073,263.7041346,4,6,$,43.675492,-79.388858
Joso's,seafood,43.6751099,-79.39607,16.6254748,4.5,172,$$$,43.674991,-79.396273
Osteria Giulia,italian,43.67431,-79.39668,78.9040944,4.5,32,$$$$,43.674991,-79.396273
Trattoria Nervosa,italian,43.67101,-79.39104,605.7810658,4,405,$$,43.674991,-79.396273
The Oxley,pubs,43.67059,-79.39304,553.9309747,4,182,$$,43.674991,-79.396273
Fieramosca,italian,43.66963,-79.39719,610.7068918,4.5,112,$$$,43.674991,-79.396273
Ristorante Sotto Sotto,italian,43.67374,-79.39646,140.9911194,4,128,$$$,43.674991,-79.396273
156 Cumberland,korean,43.67004,-79.3933,609.7623594,4.5,23,no data,43.674991,-79.396273
Grandma Loves You,sandwiches,43.677846,-79.39010811,588.7200096,5,75,$$,43.674991,-79.396273
Playa Cabana,mexican,43.67595777,-79.40118402,409.3277198,4,474,$$,43.674991,-79.396273
Pisac Peruvian Bistro,peruvian,43.67724,-79.39836,303.3616474,4.5,26,no data,43.674991,-79.396273
Clay Restaurant,newcanadian,43.66798,-79.39347,806.9815273,4,22,no data,43.674991,-79.396273
Masaki Saito,japanese,43.67224,-79.39586,307.7601329,4.5,12,no data,43.674991,-79.396273
Adrak,indpak,43.67442258,-79.396629,69.38777386,3.5,11,no data,43.674991,-79.396273
Mineral,noodles,43.67763,-79.38947,622.5315227,4.5,26,no data,43.674991,-79.396273
Joni Restaurant,bistros,43.66919,-79.39471,644.0039845,4,16,no data,43.674991,-79.396273
Kibo Secret Garden,japanese,43.6700657,-79.3932832,596.1817786,4,32,no data,43.674991,-79.396273
Neon Tiger,chicken_wings,43.67726,-79.39828,302.0389775,4,5,no data,43.674991,-79.396273
Blu Ristorante,italian,43.67239,-79.396085,294.862299,4,178,$$$,43.674991,-79.396273
Govinda's,vegetarian,43.67684519,-79.39728862,221.7653769,4,43,$,43.674991,-79.396273
PLANTA Yorkville,vegetarian,43.67028,-79.38945,763.5503813,4,507,$$,43.674991,-79.396273
Mimi Chinese,chinese,43.67411,-79.3982,181.3568041,4,52,no data,43.674991,-79.396273
Black Camel,sandwiches,43.67712223,-79.38920971,615.4967575,4.5,382,$,43.674991,-79.396273
The MoMo House,himalayan,43.6703275,-79.3901571,714.7375214,4,27,no data,43.674991,-79.396273
Eataly Toronto,italian,43.66961542,-79.38879486,847.9549336,3.5,293,$$,43.674991,-79.396273
Mi'hito Sushi Laboratory,sushi,43.67113783,-79.39445134,452.8097935,4.5,6,no data,43.674991,-79.396273
Aburi Hana,sushi,43.67104,-79.392555,533.2263149,4.5,20,no data,43.674991,-79.396273
Buca Yorkville,italian,43.67214,-79.3894,637.2147998,4,207,$$$,43.674991,-79.396273
Avenue Diner,diners,43.67484,-79.39716,56.8326592,2.5,23,$$,43.674991,-79.396273
Portici,italian,43.67196,-79.39072,675.0459034,4,85,$$,43.674991,-79.396273
Corner By Spoon And Fork,thai,43.6715255,-79.3945958,408.2728063,3.5,10,$,43.674991,-79.396273
Kasa Moto,japanese,43.670608,-79.3927837,562.3887801,3.5,263,$$$,43.674991,-79.396273
Pantry,breakfast_brunch,43.67831695,-79.39019645,612.8512187,4,22,$$,43.674991,-79.396273
Le Paradis Brasserie Bistro,french,43.67506,-79.40025,309.6545947,3.5,111,$$,43.674991,-79.396273
Mogouyan Hand-Pulled Noodles,noodles,43.66943,-79.38671,991.2434185,4,89,$$,43.674991,-79.396273
The Bar Jokbal Night Market,korean,43.667725,-79.385608,1184.419199,4.5,4,no data,43.674991,-79.396273
Kebaberie Yorkville,mideastern,43.67120972,-79.39450723,443.794611,4,9,$$,43.674991,-79.396273
The Rebel House,pubs,43.67763,-79.39008,585.053049,3.5,123,$$,43.674991,-79.396273
Martino's Pizza & Asian Fusion Kitchen,pizza,43.675568,-79.4036442,596.2782491,4,45,$$,43.674991,-79.396273
Opus Restaurant,wine_bars,43.66921,-79.3972299,647.3310567,4,74,$$$$,43.674991,-79.396273
FET ZUN,mideastern,43.67524,-79.40636,811.56763,4.5,39,no data,43.674991,-79.396273
Quanto Basta,italian,43.67874,-79.39051,627.6162663,3.5,45,$$,43.674991,-79.396273
Bar Reyna,mediterranean,43.6700299,-79.39335,609.4965818,3.5,145,$$,43.674991,-79.396273
