Restaurant Name,Category Name,Latitude_x,Longitude_x,Distance,Rating,Number of Reviews,Price Point,Bike Station Lat,Bike Station Lon,Station Name,Latitude_y,Longitude_y,Number of Bikes
Jaclyn's,caribbean,43.66627,-79.31802,172.3751336,4.5,16,no data,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Lake Inez,bars,43.67234,-79.32064,794.661955,4.5,94,$$$,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Casa Di Giorgios,italian,43.6668499,-79.31518,408.7157245,4.0,75,$$,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Tulia Osteria,pizza,43.66487,-79.32425,365.1153942,5.0,1,no data,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Betty’s East,salad,43.663455,-79.327992,689.7787206,4.0,5,no data,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Beach Club,seafood,43.6632065,-79.3100133,839.3120734,3.0,19,no data,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Maru Japanese Bistro,japanese,43.66471996,-79.32426283,364.448505,4.0,17,no data,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Le Conciliabule,bakeries,43.671365,-79.3272249,903.6090778,4.5,13,no data,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
The Sidekick,cafes,43.6645889,-79.3251114,436.0032949,4.5,31,$,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Puerto Bravo,mexican,43.67203,-79.32231,777.9806692,4.5,4,no data,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Mattachioni,grocery,43.67264,-79.31973,815.1485645,4.5,5,no data,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
British Style Fish & Chips,fishnchips,43.66861,-79.31723,426.6274769,4.0,53,$,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
The Burger's Priest,burgers,43.66669959,-79.3155846,374.2380726,3.5,507,$$,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Yaya Greek Bistro,breakfast_brunch,43.66307838,-79.33178893,994.967613,4.0,82,$$,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Good Behaviour,sandwiches,43.67162641,-79.32564631,849.2026845,4.5,11,no data,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Chick-N-Joy,hotdogs,43.66509,-79.32132,125.4831324,4.0,57,$,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
O Sushi,sushi,43.66654,-79.31693,277.5695824,4.0,61,$$,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Toto Sushi,japanese,43.672262,-79.3212267,786.0540023,4.5,32,no data,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Jules Bistro,bistros,43.66389,-79.32859,724.0458166,3.5,31,no data,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Black Pony,cafes,43.67241,-79.3204,805.5180733,4.5,8,no data,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Maha's,egyptian,43.67167,-79.32853,1005.190035,4.0,599,$$,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
GG's,burgers,43.6632065,-79.3100133,839.3120734,3.5,4,no data,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Burrito Bandidos,mexican,43.6665611,-79.3164215,286.249065,3.5,58,$$,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Nodo Leslieville,italian,43.66311,-79.33162,983.1152025,4.0,37,no data,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Gio Rana's Really Really Nice Restaurant,italian,43.66333534,-79.33041893,881.1241172,4.0,229,$$$,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Occasions Restaurant,greek,43.67338,-79.31823,908.6517424,4.0,46,$$,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
McDonald's,hotdogs,43.6650808,-79.3192955,32.41673667,2.5,24,$,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Hastings Snack Bar,polish,43.66381,-79.32893,755.3857132,4.5,42,$,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Lazy Daisy's Cafe,cafes,43.6726699,-79.3194,828.6620562,4.0,152,$$,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
BIRDIES Fried Chicken,chickenshop,43.6732457,-79.3191636,888.1996124,4.5,10,no data,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Simple Coffee,cafes,43.6668164,-79.3156156,377.7194533,4.5,2,no data,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Karma's Kitchen,himalayan,43.67183,-79.32305,772.1052135,4.0,62,$$,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Bombay Chowpatty,indpak,43.67198226,-79.32437406,832.357744,3.0,58,$,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Leslie Jones,comfortfood,43.6628904,-79.3318366,1003.990118,4.0,76,$$,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
The Thirsty Loon,bars,43.67239418,-79.31990607,792.3322185,4.0,1,no data,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Leela Indian Food Bar,indpak,43.6719741,-79.3243773,829.0861018,4.0,17,no data,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Shawarma Day,mediterranean,43.666463,-79.316964,262.2290984,0.0,0,no data,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Desi Burger,hotdogs,43.6718199,-79.3247,828.4504181,4.0,16,no data,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Regency Restaurant,indpak,43.67201,-79.32238,779.0130455,4.0,79,$$,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Shawarma Day,mediterranean,43.666463,-79.316964,262.2290984,0.0,0,no data,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
The Famous Indian Cuisine,indpak,43.6721178,-79.32321958,809.80674,4.0,66,$$,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Lahore Chaat & Desi Burger House,pakistani,43.67188,-79.3246,836.073363,4.0,16,$,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Mumbai Frankie,indpak,43.67196,-79.32433,829.0861018,0.0,0,no data,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Lahore Tikka House,halal,43.67148,-79.32451,787.4737978,3.5,544,$$,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
JP Restaurant,pubs,43.67303,-79.31955,868.716398,3.5,10,no data,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Blondies,pizza,43.66683,-79.3302099,861.4874303,4.0,53,no data,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
The Social Gardener,vegan,43.6716439,-79.3253848,839.3721468,3.5,5,$,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Maestro Omar’s Gourmet Pizza,pizza,43.66906,-79.31196,760.3739599,4.0,8,no data,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Tea N Bannock,tradamerican,43.671182,-79.3273557,895.5565315,4.5,47,$$,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Sushi On Gerrard,sushi,43.670655,-79.328144,904.0855015,0.0,0,no data,43.665269,-79.319796,Queen St E / Woodward Ave,43.665269,-79.319796,7
Agio,italian,43.67599,-79.45066,646.471211,4.5,190,$$,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
North Of Brooklyn,pizza,43.66922726,-79.43916335,597.6101584,4.0,44,no data,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
Famiglia Baldassarre,italian,43.67052,-79.4350599,888.6585807,4.5,74,$$,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
Rush Hour,portuguese,43.67111,-79.44037,440.3807915,4.5,48,$$,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
Parallel,mediterranean,43.66944508,-79.43858039,631.8823306,4.0,105,$$,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
Meta Dos Leitoes,portuguese,43.66984,-79.43848,622.2462798,4.5,7,$$,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
The Sovereign,cafes,43.67299,-79.44002,506.7789643,4.5,36,$$,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
Love Chix,chickenshop,43.6696641,-79.4486514,292.2904736,4.0,44,$$,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
Century Park Tavern,breakfast_brunch,43.6696641,-79.44877238,299.6021922,3.5,3,no data,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
King's Tacos,mexican,43.67803,-79.4440599,748.002523,4.0,81,$$,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
Rio 40 Restaurant,brazilian,43.677457,-79.446485,672.12287,4.0,63,$$,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
Defina Wood Fired,pizza,43.66578,-79.4502399,711.2083598,3.5,26,no data,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
Brasa Peruvian Kitchen,salad,43.66551084,-79.4496221,720.4972412,5.0,8,no data,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
El Sazón Mexicano,mexican,43.67706084,-79.44778737,644.4584382,4.0,11,no data,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
CANO Restaurant,italian,43.67871,-79.44058,920.0498725,4.5,71,$$,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
BSTO.,comfortfood,43.67694637,-79.44849606,647.7983731,5.0,1,no data,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
Piri Piri Grill,portuguese,43.66625153,-79.44977626,652.0344442,3.5,52,$$,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
Good Behaviour,icecream,43.67077102,-79.434624,913.5514326,4.5,47,no data,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
La Morena,cafes,43.67771968,-79.44343116,729.1281879,5.0,8,no data,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
Itacate,mexican,43.67939085,-79.43716116,1133.499452,4.5,57,$$,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
A Ria Restaurante,portuguese,43.6766331,-79.44975682,655.6681649,4.0,2,no data,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
Atomic 10,mexican,43.67849,-79.43952,931.635048,4.5,30,no data,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
Royal Caribbean Cafe,caribbean,43.67813,-79.44103,843.8130431,4.0,29,$$,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
Don Quixote,portuguese,43.6763235,-79.4494733,607.5270956,4.0,5,no data,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
La Bruschetta Restaurant,italian,43.67642,-79.4487599,600.3999691,4.0,39,$$$,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
DUCKiiN,fooddeliveryservices,43.6704457,-79.4490499,276.0104127,0.0,0,no data,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
Tre Mari Bakery,bakeries,43.6765,-79.44868,600.1521334,4.5,94,$,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
Dairy Freeze,burgers,43.6751174,-79.4548844,828.0712606,3.0,73,$,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
Marcello’s pizzeria,pizza,43.67783,-79.4425399,769.5753009,4.0,102,$$,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
Gaucho Pie,argentine,43.67104325,-79.43478607,898.6369769,4.5,9,no data,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
Kaito Sushi,sushi,43.67737,-79.44452,671.813579,3.5,32,no data,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
Koji Japanese Restaurant,sushi,43.66532471,-79.45280768,873.9979542,4.5,38,$$,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
Big Trouble Pizza,pizza,43.66968493,-79.4373848,715.1697408,5.0,4,no data,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
Burger Land,burgers,43.676041,-79.450698,646.471211,5.0,1,no data,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
Lucia,italian,43.66494,-79.45418,981.6022885,4.0,11,no data,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
DeSotos Eatery,gastropubs,43.6786263,-79.4396588,947.5439424,4.0,84,$$,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
Boo Radley's Junction Bar and Grill,bars,43.66614,-79.45028,690.4815139,3.5,46,$$,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
The Morning Star Restaurant,restaurants,43.66923,-79.4422,384.7334862,2.5,2,$,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
Hot Slice Pizza,pizza,43.67275,-79.441,421.3613671,0.0,0,no data,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
Barista & Chef,mediterranean,43.6794533,-79.4374528,1124.536457,4.5,53,$$,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
Mattachioni,italian,43.66487589,-79.45497255,1027.866947,4.0,45,$$,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
Frank’s Pizza House,pizza,43.67686,-79.44926,659.0933696,3.5,99,$$,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
Tuckshop Kitchen,sandwiches,43.66499,-79.45568,1062.84922,4.5,56,$,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
Colombian Street Food by Cookie Martinez,colombian,43.66532723,-79.45313432,890.6060362,4.5,2,no data,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
Taqueria Gus,mexican,43.66309,-79.43556,1247.16975,5.0,3,no data,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
Pizza e Pazzi,pizza,43.678,-79.44385893,750.6863489,4.0,90,$$,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
Rain Sushi,sushi,43.67597,-79.45069,646.0233045,4.5,6,no data,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
El Mae Restaurant,latin,43.677778,-79.4426067,756.2956743,0.0,0,no data,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
Lox + Schmear,bagels,43.67929,-79.43823,1060.46642,4.5,40,$,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
El Rancherito,colombian,43.6748467,-79.4578909,1033.412806,3.5,18,$,43.67142,-79.445947,Primrose Ave / Davenport Rd,43.67142,-79.445947,13
Jaclyn's,caribbean,43.66627,-79.31802,29.25726257,4.5,16,no data,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Casa Di Giorgios,italian,43.6668499,-79.31518,211.834095,4.0,75,$$,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Lake Inez,bars,43.67234,-79.32064,726.2105824,4.5,94,$$$,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Tulia Osteria,pizza,43.66487,-79.32425,553.9020761,5.0,1,no data,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Beach Club,seafood,43.6632065,-79.3100133,735.5028477,3.0,19,no data,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Betty’s East,salad,43.663455,-79.327992,884.1493841,4.0,5,no data,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
The Burger's Priest,burgers,43.66669959,-79.3155846,177.6432598,3.5,507,$$,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
O Sushi,sushi,43.66654,-79.31693,78.63482296,4.0,61,$$,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Le Conciliabule,bakeries,43.671365,-79.3272249,956.3312078,4.5,13,no data,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Puerto Bravo,mexican,43.67203,-79.32231,744.6803621,4.5,4,no data,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
British Style Fish & Chips,fishnchips,43.66861,-79.31723,269.5177252,4.0,53,$,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Maru Japanese Bistro,japanese,43.66471996,-79.32426283,554.2860781,4.0,17,no data,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Burrito Bandidos,mexican,43.6665611,-79.3164215,98.63227407,3.5,58,$$,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Mattachioni,grocery,43.67264,-79.31973,728.47,4.5,5,no data,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Simple Coffee,cafes,43.6668164,-79.3156156,179.6109754,4.5,2,no data,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
The Sidekick,cafes,43.6645889,-79.3251114,625.5297679,4.5,31,$,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Occasions Restaurant,greek,43.67338,-79.31823,795.2799228,4.0,46,$$,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Toto Sushi,japanese,43.672262,-79.3212267,729.0757804,4.5,32,no data,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Good Behaviour,sandwiches,43.67162641,-79.32564631,877.542005,4.5,11,no data,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
GG's,burgers,43.6632065,-79.3100133,735.5028477,3.5,4,no data,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Sauvignon Bistro,newcanadian,43.668453,-79.307099,887.4319124,4.0,42,$$$,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Black Pony,cafes,43.67241,-79.3204,732.1834312,4.5,8,no data,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Shawarma Day,mediterranean,43.666463,-79.316964,63.94619848,0.0,0,no data,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Shawarma Day,mediterranean,43.666463,-79.316964,63.94619848,0.0,0,no data,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Maha's,egyptian,43.67167,-79.32853,1066.412136,4.0,599,$$,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Lazy Daisy's Cafe,cafes,43.6726699,-79.3194,735.3127654,4.0,152,$$,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
BIRDIES Fried Chicken,chickenshop,43.6732457,-79.3191636,789.4736394,4.5,10,no data,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Hastings Snack Bar,polish,43.66381,-79.32893,946.0044248,4.5,42,$,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Chick-N-Joy,hotdogs,43.66509,-79.32132,319.9391251,4.0,57,$,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Jules Bistro,bistros,43.66389,-79.32859,915.43535,3.5,31,no data,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Karma's Kitchen,himalayan,43.67183,-79.32305,755.6731487,4.0,62,$$,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
The Thirsty Loon,bars,43.67239418,-79.31990607,708.8060407,4.0,1,no data,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
McDonald's,hotdogs,43.6650808,-79.3192955,170.1876189,2.5,24,$,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Bombay Chowpatty,indpak,43.67198226,-79.32437406,835.902608,3.0,58,$,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Maestro Omar’s Gourmet Pizza,pizza,43.66906,-79.31196,560.694994,4.0,8,no data,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Pachira Asian Cuisine,chinese,43.66649,-79.31686,72.3806461,1.0,1,$,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Regency Restaurant,indpak,43.67201,-79.32238,747.3465997,4.0,79,$$,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Leela Indian Food Bar,indpak,43.6719741,-79.3243773,833.2911411,4.0,17,no data,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Desi Burger,hotdogs,43.6718199,-79.3247,839.9463247,4.0,16,no data,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
The Famous Indian Cuisine,indpak,43.6721178,-79.32321958,791.8885778,4.0,66,$$,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
JP Restaurant,pubs,43.67303,-79.31955,776.8618621,3.5,10,no data,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Lahore Chaat & Desi Burger House,pakistani,43.67188,-79.3246,845.6703369,4.0,16,$,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Mumbai Frankie,indpak,43.67196,-79.32433,833.2911411,0.0,0,no data,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Lahore Tikka House,halal,43.67148,-79.32451,802.9975418,3.5,544,$$,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Butter Chicken Roti,indpak,43.66639729,-79.3168252,72.41293906,2.5,13,no data,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
The Social Gardener,vegan,43.6716439,-79.3253848,863.6850306,3.5,5,$,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Tea N Bannock,tradamerican,43.671182,-79.3273557,952.8708057,4.5,47,$$,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Sushi On Gerrard,sushi,43.670655,-79.328144,976.1584531,0.0,0,no data,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Motimahal,indpak,43.6723799,-79.32265,790.1981674,3.5,112,$,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Udupi Palace,indpak,43.67273,-79.3210299,776.9763783,3.5,208,$$,43.666224,-79.317693,Queen St. E / Rhodes Ave.,43.666224,-79.317693,14
Richmond Station,newcanadian,43.6513729,-79.379285,292.6389211,4.5,906,$$$,43.653236,-79.376716,Bond St / Queen St E,43.653236,-79.376716,0
The Rabbit Hole,gastropubs,43.64995,-79.37976,426.2887524,4.0,36,no data,43.653236,-79.376716,Bond St / Queen St E,43.653236,-79.376716,0
Mogouyan Hand-Pulled Noodles,noodles,43.65573,-79.38449,681.0174839,4.5,66,$$,43.653236,-79.376716,Bond St / Queen St E,43.653236,-79.376716,0
Cafe Oro Di Napoli,pizza,43.65142571,-79.3721592,418.2400801,4.5,97,$$,43.653236,-79.376716,Bond St / Queen St E,43.653236,-79.376716,0
Katsuya,japanese,43.65995,-79.37882,768.495745,4.5,497,$$,43.653236,-79.376716,Bond St / Queen St E,43.653236,-79.376716,0
Amano Trattoria,italian,43.64778,-79.37319,646.7952231,4.5,24,no data,43.653236,-79.376716,Bond St / Queen St E,43.653236,-79.376716,0
Pearl Diver,seafood,43.65163,-79.37375,300.7711619,4.0,629,$$,43.653236,-79.376716,Bond St / Queen St E,43.653236,-79.376716,0
Haidilao Hot Pot,chinese,43.65463298,-79.379839,295.3926549,5.0,33,no data,43.653236,-79.376716,Bond St / Queen St E,43.653236,-79.376716,0
Beerbistro,bistros,43.64946713,-79.37716965,420.6646117,4.0,681,$$,43.653236,-79.376716,Bond St / Queen St E,43.653236,-79.376716,0
The Senator,breakfast_brunch,43.65574,-79.37896,334.0862516,4.0,492,$$,43.653236,-79.376716,Bond St / Queen St E,43.653236,-79.376716,0
Som Tum Jinda,thai,43.66019851,-79.3782113,783.484486,5.0,8,no data,43.653236,-79.376716,Bond St / Queen St E,43.653236,-79.376716,0
Bob's Bulgogi,korean,43.652139,-79.377507,137.5833836,4.0,89,$,43.653236,-79.376716,Bond St / Queen St E,43.653236,-79.376716,0
Hendriks Restaurant & Bar,tradamerican,43.653501,-79.380048,269.6830053,4.0,116,$$$,43.653236,-79.376716,Bond St / Queen St E,43.653236,-79.376716,0
The Carbon Bar,bbq,43.653088,-79.374829,151.1124955,4.0,419,$$$,43.653236,-79.376716,Bond St / Queen St E,43.653236,-79.376716,0
Laylak Lebanese Cuisine,lebanese,43.65070215,-79.3761808,285.0219285,4.5,10,no data,43.653236,-79.376716,Bond St / Queen St E,43.653236,-79.376716,0
Hana Don,japanese,43.65572,-79.38454,690.5955016,4.5,16,no data,43.653236,-79.376716,Bond St / Queen St E,43.653236,-79.376716,0
Twilight Cafe,cafes,43.65552,-79.37961,347.9538417,4.0,9,no data,43.653236,-79.376716,Bond St / Queen St E,43.653236,-79.376716,0
King Taps,newcanadian,43.64863793,-79.3817439,651.9579259,4.0,400,$$,43.653236,-79.376716,Bond St / Queen St E,43.653236,-79.376716,0
Gyukatsu Kyoto Katsugyu,japanese,43.65687,-79.37616,412.2541837,4.0,156,$$,43.653236,-79.376716,Bond St / Queen St E,43.653236,-79.376716,0
Pai Northern Thai Kitchen,thai,43.64784,-79.38872,1133.079488,4.5,3475,$$,43.653236,-79.376716,Bond St / Queen St E,43.653236,-79.376716,0
KINKA IZAKAYA ORIGINAL,japanese,43.66042407,-79.37890046,818.3672641,4.0,1814,$$,43.653236,-79.376716,Bond St / Queen St E,43.653236,-79.376716,0
Cactus Club Cafe,cocktailbars,43.64950421,-79.38251803,624.5757407,4.0,603,$$,43.653236,-79.376716,Bond St / Queen St E,43.653236,-79.376716,0
George Restaurant,newcanadian,43.65337264,-79.37432933,192.6142793,4.5,298,$$$$,43.653236,-79.376716,Bond St / Queen St E,43.653236,-79.376716,0
Chefs Hall,food_court,43.6503522,-79.3837951,653.6126788,4.0,320,$$,43.653236,-79.376716,Bond St / Queen St E,43.653236,-79.376716,0
