Restaurant Name,Category Name,Latitude_x,Longitude_x,Distance,Rating,Number of Reviews,Price Point,Bike Station Lat,Bike Station Lon,Station Name,Latitude_y,Longitude_y,Number of Bikes
Athens Restaurant,greek,43.6789599,-79.34341,843.8066085,4.0,91,$$,43.685167,-79.34962,Mortimer Ave / Carlaw Ave SMART,43.685167,-79.34962,5
Boukan,burgers,43.67967,-79.34211,856.8895185,4.5,15,no data,43.685167,-79.34962,Mortimer Ave / Carlaw Ave SMART,43.685167,-79.34962,5
SugarKane,caribbean,43.67892,-79.34361,833.4587362,4.0,35,no data,43.685167,-79.34962,Mortimer Ave / Carlaw Ave SMART,43.685167,-79.34962,5
Sinaloa Factory,sushi,43.67824,-79.34748,786.4846312,4.0,18,no data,43.685167,-79.34962,Mortimer Ave / Carlaw Ave SMART,43.685167,-79.34962,5
Barcelona Gourmet,tapasmallplates,43.67934,-79.34202,899.8086328,4.5,6,no data,43.685167,-79.34962,Mortimer Ave / Carlaw Ave SMART,43.685167,-79.34962,5
Factory Girl,pizza,43.67648,-79.3561299,1086.903349,3.5,116,$$,43.685167,-79.34962,Mortimer Ave / Carlaw Ave SMART,43.685167,-79.34962,5
Chachu's,pakistani,43.68000893,-79.33871236,1048.000026,4.5,3,no data,43.685167,-79.34962,Mortimer Ave / Carlaw Ave SMART,43.685167,-79.34962,5
Koh Samui,thai,43.67797,-79.34859,805.9129975,5.0,2,no data,43.685167,-79.34962,Mortimer Ave / Carlaw Ave SMART,43.685167,-79.34962,5
Pizzeria Libretto Danforth,pizza,43.6785868,-79.3475785,752.8975722,4.0,324,$$,43.685167,-79.34962,Mortimer Ave / Carlaw Ave SMART,43.685167,-79.34962,5
Brother's Pizza and Wings,pizza,43.68786,-79.34849,316.9198428,4.0,11,$,43.685167,-79.34962,Mortimer Ave / Carlaw Ave SMART,43.685167,-79.34962,5
Zenku Sushi,japanese,43.68592792,-79.34721362,211.1862464,4.0,4,no data,43.685167,-79.34962,Mortimer Ave / Carlaw Ave SMART,43.685167,-79.34962,5
C Market,delis,43.6886,-79.34876,392.7861401,4.5,3,no data,43.685167,-79.34962,Mortimer Ave / Carlaw Ave SMART,43.685167,-79.34962,5
Papyrus,egyptian,43.67709,-79.35324,940.3779677,5.0,50,$$,43.685167,-79.34962,Mortimer Ave / Carlaw Ave SMART,43.685167,-79.34962,5
Juicy Birds,sandwiches,43.67938423,-79.34470743,754.6671504,4.0,10,no data,43.685167,-79.34962,Mortimer Ave / Carlaw Ave SMART,43.685167,-79.34962,5
RYUS Noodle Bar,ramen,43.6771,-79.35905,1174.923181,4.0,391,$$,43.685167,-79.34962,Mortimer Ave / Carlaw Ave SMART,43.685167,-79.34962,5
Golden Pizza,pizza,43.6896,-79.35462,638.6117492,3.5,34,$$,43.685167,-79.34962,Mortimer Ave / Carlaw Ave SMART,43.685167,-79.34962,5
k.Dinners,seafood,43.67765,-79.35008,838.0672692,5.0,2,no data,43.685167,-79.34962,Mortimer Ave / Carlaw Ave SMART,43.685167,-79.34962,5
The Greek Grill,greek,43.69357,-79.3501,935.4340478,4.0,86,$$,43.685167,-79.34962,Mortimer Ave / Carlaw Ave SMART,43.685167,-79.34962,5
Soulas Modern Greek Cuisine,greek,43.67825338,-79.34881959,771.4478739,4.0,71,$$$,43.685167,-79.34962,Mortimer Ave / Carlaw Ave SMART,43.685167,-79.34962,5
Ha Gow Dim Sum House,dimsum,43.68057,-79.33756,1093.787,4.0,118,$,43.685167,-79.34962,Mortimer Ave / Carlaw Ave SMART,43.685167,-79.34962,5
Chef Mustafa,turkish,43.67835829,-79.34863586,761.218369,4.5,5,no data,43.685167,-79.34962,Mortimer Ave / Carlaw Ave SMART,43.685167,-79.34962,5
Allen's,irish,43.67642143,-79.35731594,1152.688526,3.0,212,$$,43.685167,-79.34962,Mortimer Ave / Carlaw Ave SMART,43.685167,-79.34962,5
Herby Restaurant,persian,43.6774,-79.35147,876.871313,4.5,36,no data,43.685167,-79.34962,Mortimer Ave / Carlaw Ave SMART,43.685167,-79.34962,5
Trattoria Nervosa,italian,43.67101,-79.39104,100.4116832,4.0,405,$$,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
The Oxley,pubs,43.67059,-79.39304,237.016589,4.0,182,$$,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Mogouyan Hand-Pulled Noodles,noodles,43.66943,-79.38671,305.135991,4.0,89,$$,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
PLANTA Yorkville,vegetarian,43.67028,-79.38945,61.29493603,4.0,507,$$,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
156 Cumberland,korean,43.67004,-79.3933,261.3130627,4.5,23,no data,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Eataly Toronto,italian,43.66961542,-79.38879486,142.8065357,3.5,293,$$,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
The Bar Jokbal Night Market,korean,43.667725,-79.385608,480.5262898,4.5,4,no data,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
The MoMo House,himalayan,43.6703275,-79.3901571,14.10002206,4.0,27,no data,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
More Natas Please,desserts,43.66950221,-79.38661024,302.973668,4.0,9,no data,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Lao Lao Bar,laotian,43.665799,-79.385537,633.5443698,4.5,45,no data,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Clay Restaurant,newcanadian,43.66798,-79.39347,357.2311199,4.0,22,no data,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Okonomi House Restaurant,japanese,43.66831107,-79.38713375,339.453101,4.0,316,$,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Fieramosca,italian,43.66963,-79.39719,587.4122145,4.5,112,$$$,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Cafe Landwer - Yonge & Bloor,breakfast_brunch,43.67028,-79.38553,371.2195428,4.0,74,$$,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Public School,cafes,43.6708779,-79.3845954,448.4370898,4.0,8,no data,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Buca Yorkville,italian,43.67214,-79.3894,201.7069798,4.0,207,$$$,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Sang-Ji Fried Bao,dumplings,43.6686,-79.385637,410.2055896,4.5,10,no data,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Yuzuki,japanese,43.6713124,-79.3838651,504.5309746,4.5,43,no data,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Kasa Moto,japanese,43.670608,-79.3927837,213.323069,3.5,263,$$$,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Joni Restaurant,bistros,43.66919,-79.39471,415.210978,4.0,16,no data,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Tokyo Kitchen,japanese,43.66909401,-79.38511244,431.7106548,4.0,168,$$,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Kibo Secret Garden,japanese,43.6700657,-79.3932832,256.5553134,4.0,32,no data,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Skylight Rooftop Bar,desserts,43.67089267,-79.3845954,448.6127052,4.0,14,$$$$,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Aburi Hana,sushi,43.67104,-79.392555,206.6912635,4.5,20,no data,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
AP Restaurants,asianfusion,43.66969059,-79.38876005,139.7095748,3.5,18,no data,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Poppadum,indpak,43.67246,-79.3879,287.1977549,5.0,6,no data,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Amal,lebanese,43.66875,-79.39235,254.8918923,3.5,83,no data,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Portici,italian,43.67196,-79.39072,273.3723262,4.0,85,$$,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Koyoi Restaurant & Bar,japanese,43.66667863,-79.38546762,563.4174965,4.0,135,$$,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Miznon,mideastern,43.6708883,-79.389677,61.00871746,4.0,25,no data,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Sassafraz,french,43.6702957,-79.3910686,76.72574986,3.5,415,$$$,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
D Azur,french,43.67162,-79.38971,146.2975859,4.0,1,no data,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Bar Reyna,mediterranean,43.6700299,-79.39335,266.2557122,3.5,145,$$,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Naan & Kabob,afghani,43.66905,-79.38606,365.8945287,4.0,147,$$,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Enigma,modern_european,43.6688888,-79.3906134,177.0487786,4.0,25,no data,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Hemingway's Restaurant,bars,43.67015,-79.39279,217.3163578,3.0,304,$$,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Kupfert & Kim,gluten_free,43.66979794,-79.39116329,109.9577429,4.5,9,no data,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Yamato Japanese Restaurant,japanese,43.67070102,-79.39114261,85.1999253,3.5,202,$$$,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
BBQ Express,hotdogs,43.67032396,-79.3906815,45.87982919,4.5,13,no data,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Mabu Generation,taiwanese,43.66509562,-79.38482992,733.066817,4.0,54,$$,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Osteria Giulia,italian,43.67431,-79.39668,673.4286659,4.5,32,$$$$,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Miss Fu In Chengdu,chinese,43.66748,-79.38535,502.6748762,4.0,8,no data,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
8Mile Detroit Style Pizza,pizza,43.66848,-79.38678,355.6712571,4.5,57,no data,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Grandma Loves You,sandwiches,43.677846,-79.39010811,821.989347,5.0,75,$$,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Pi Co,pizza,43.670165,-79.389908,37.1311335,3.5,114,$$,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Mi'hito Sushi Laboratory,sushi,43.67113783,-79.39445134,355.004592,4.5,6,no data,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Happy Burger,hotdog,43.6743209,-79.3880618,461.3543563,4.5,16,$$,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Dessert Lady Café,desserts,43.6687719,-79.39023382,187.1591847,4.0,19,no data,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Sofia,italian,43.67070443,-79.39183766,139.3596036,3.0,76,$$$$,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
Café Boulud,cafes,43.6719213,-79.388922,190.3350242,3.5,276,$$$$,43.6704537,-79.39014,Cumberland St / Bay St SMART,43.6704537,-79.39014,0
The Bar Jokbal Night Market,korean,43.667725,-79.385608,155.7105722,4.5,4,no data,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Mogouyan Hand-Pulled Noodles,noodles,43.66943,-79.38671,96.23679703,4.0,89,$$,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Lao Lao Bar,laotian,43.665799,-79.385537,372.8911915,4.5,45,no data,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Tokyo Kitchen,japanese,43.66909401,-79.38511244,32.02543892,4.0,168,$$,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Cafe Landwer - Yonge & Bloor,breakfast_brunch,43.67028,-79.38553,133.8980202,4.0,74,$$,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Trattoria Nervosa,italian,43.67101,-79.39104,497.7473045,4.0,405,$$,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Okonomi House Restaurant,japanese,43.66831107,-79.38713375,157.9454398,4.0,316,$,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
More Natas Please,desserts,43.66950221,-79.38661024,98.66161256,4.0,9,no data,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Public School,cafes,43.6708779,-79.3845954,209.9044866,4.0,8,no data,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Sang-Ji Fried Bao,dumplings,43.6686,-79.385637,61.59450317,4.5,10,no data,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Yuzuki,japanese,43.6713124,-79.3838651,263.7269005,4.5,43,no data,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Koyoi Restaurant & Bar,japanese,43.66667863,-79.38546762,270.3666045,4.0,135,$$,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Skylight Rooftop Bar,desserts,43.67089267,-79.3845954,211.4429974,4.0,14,$$$$,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Eataly Toronto,italian,43.66961542,-79.38879486,270.1187879,3.5,293,$$,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Naan & Kabob,afghani,43.66905,-79.38606,41.42742755,4.0,147,$$,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Miss Fu In Chengdu,chinese,43.66748,-79.38535,180.6217574,4.0,8,no data,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
PLANTA Yorkville,vegetarian,43.67028,-79.38945,340.1377993,4.0,507,$$,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Constantine,mediterranean,43.66858,-79.38537,72.78220189,3.5,132,$$,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Mabu Generation,taiwanese,43.66509562,-79.38482992,449.7061208,4.0,54,$$,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Clay Restaurant,newcanadian,43.66798,-79.39347,625.0564864,4.0,22,no data,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
7 West Cafe,italian,43.66856619,-79.38652575,101.6355346,3.5,436,$$,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
156 Cumberland,korean,43.67004,-79.3933,634.2680029,4.5,23,no data,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Dalbam,korean,43.669914,-79.383017,219.5462916,5.0,1,no data,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
The Oxley,pubs,43.67059,-79.39304,630.470754,4.0,182,$$,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
A BBQ House,bbq,43.66709,-79.385695,221.9929943,5.0,1,no data,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Ehwa J Bar,bars,43.667825,-79.385215,144.8310589,4.0,64,$$,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
8Mile Detroit Style Pizza,pizza,43.66848,-79.38678,121.2749083,4.5,57,no data,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
SHINYI Handmade Dumplings,dumplings,43.6678187,-79.385492,147.9412187,4.0,14,no data,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Cabano's Comfort Food,comfortfood,43.66767,-79.38642,168.0628808,4.5,80,no data,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
The MoMo House,himalayan,43.6703275,-79.3901571,397.5356426,4.0,27,no data,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Potato Noodle Soup of Bai,chinese,43.667939,-79.385662,128.9991737,4.5,4,no data,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Salad House,salad,43.6695636,-79.3855593,50.60467577,4.5,90,$,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Som Tum Jinda,thai,43.66019851,-79.3782113,1151.763121,5.0,8,no data,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Egg Club Wellesley,breakfast_brunch,43.6642,-79.38389,565.2273769,4.5,39,$,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Super Chicken,burgers,43.66627966,-79.38530067,315.1574951,5.0,1,no data,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Pocha 1989,korean,43.66531,-79.38099,564.5739981,3.5,21,no data,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Maison Selby,french,43.67127278,-79.37660005,755.9084989,4.0,114,no data,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Storm Crow Manor,bars,43.66674896,-79.38164312,407.0082408,4.0,147,$$,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Kintaro Izakaya,japanese,43.66417,-79.38006,699.67724,4.0,246,$$,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
AP Restaurants,asianfusion,43.66969059,-79.38876005,269.2624766,3.5,18,no data,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Horangee Sikdang,korean,43.660605,-79.382602,974.1993847,4.5,42,no data,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Buca Yorkville,italian,43.67214,-79.3894,461.3554099,4.0,207,$$$,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
M'Zaar Restaurant,lebanese,43.6672475,-79.3855441,207.1073639,4.0,150,$,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Poppadum,indpak,43.67246,-79.3879,419.6388155,5.0,6,no data,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Si Lom Thai Bistro,thai,43.66503,-79.38082,590.2518287,4.0,200,$$,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Portici,italian,43.67196,-79.39072,460.6927299,4.0,85,$$,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Torch Pressed Sushi,japanese,43.66590932,-79.38082304,518.4375217,4.5,73,$$,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Sunny Taiwanese Breakfast,breakfast_brunch,43.663856,-79.386461,588.8067817,4.0,1,no data,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Rolltation,asianfusion,43.66939,-79.3867099,92.95589033,4.0,47,$$,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Kibo Secret Garden,japanese,43.6700657,-79.3932832,634.9159769,4.0,32,no data,43.6691099,-79.38551,20 Charles St E,43.6691099,-79.38551,5
Mira,peruvian,43.64417,-79.39639,719.0969687,4.5,272,$$,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Bar Chica,tapas,43.64387989,-79.39968414,472.6658395,4.5,28,no data,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Gusto 101,italian,43.64500213,-79.40030934,521.6341966,4.0,1151,$$,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
1 Kitchen Toronto,cocktailbars,43.64313343,-79.40199553,276.4835506,4.0,47,no data,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Beast Pizza,pizza,43.64408,-79.40578,317.3746484,4.0,412,$$,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Ruby Soho,tradamerican,43.64423,-79.40015,464.4606022,4.0,47,$$,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
The Parlour,pizza,43.6444882,-79.4015886,414.1873685,4.0,36,no data,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Buca,italian,43.64462,-79.40045,475.9720901,4.0,455,$$$,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Hibachi Teppanyaki & Bar,japanese,43.64313853,-79.40205065,273.7422159,3.5,117,$$$,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
NaiNai Noodles,noodles,43.64287659,-79.40854015,368.7850737,4.5,21,no data,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Chubby's Jamaican Kitchen,caribbean,43.64532,-79.40066,532.0972922,4.0,351,$$,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Bar'kada,filipino,43.64642,-79.4071,587.0212176,4.0,30,no data,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Frisaca,latin,43.64735,-79.40437,669.55563,4.5,16,no data,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Wvrst,german,43.64418555,-79.40101486,415.7355471,4.0,833,$$,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Edulis,spanish,43.64195962,-79.4065795,183.1798951,4.0,121,$$$$,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Three Monks and a Duck,vegetarian,43.64605,-79.40897,634.5240752,4.0,82,no data,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Miss Likklemore's,caribbean,43.64511981,-79.39534955,841.2037433,4.5,17,no data,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
SARA,newcanadian,43.64519,-79.40062,521.7990706,4.0,83,no data,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Casa Madera,mediterranean,43.64309223,-79.4015752,298.5942333,3.5,31,$$$$,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Campechano Taquería,mexican,43.64586,-79.40077,573.6493146,4.0,191,$$,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Simit & Chai,coffee,43.6429732,-79.4066583,250.5563298,4.0,124,$$,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Little Sister,bars,43.6452852,-79.4006871,528.1398008,3.5,27,no data,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Tut's Egyptian Street Food,egyptian,43.644424,-79.399435,523.7434573,4.0,81,no data,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
416 Snack Bar,tapasmallplates,43.64755,-79.40385,685.2088695,4.0,344,$$,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Zakkushi on Queen West,japanese,43.64706,-79.40546,629.7564561,4.5,57,$$$,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Wilbur Mexicana,mexican,43.64494,-79.39866,625.054133,4.0,610,$$,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Aloette,french,43.64855831,-79.395963,1049.381689,4.5,304,$$$,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Roses New York,persian,43.6388697,-79.3988715,528.7308432,3.0,53,$$,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Nasa Dua,indonesian,43.64221,-79.40224,188.2037288,0.0,0,no data,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Masseria,pizza,43.64431,-79.39959,503.7796151,4.0,69,$$,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Sansotei Ramen,ramen,43.63905,-79.3982599,560.8722329,4.0,94,$$,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Oretta,italian,43.64392,-79.40163,361.0558034,3.5,346,$$$,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Jacobs & Co. Steakhouse,steak,43.64539876,-79.3980279,682.1571249,4.5,616,$$$$,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Smoque N' Bones,bbq,43.64570278,-79.41074328,697.85903,4.0,420,$$,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Hunters Landing,comfortfood,43.64002,-79.39673,644.1319583,3.5,236,$$,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Anejo,bars,43.64474,-79.39992,512.4492629,3.5,64,no data,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Le Sélect Bistro,french,43.64390558,-79.39685231,671.9229301,4.0,467,$$$,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
King Rustic,comfortfood,43.64180195,-79.41211604,619.0622021,4.0,64,$$,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Dasha,chinese,43.64451156,-79.4006543,462.1122439,3.0,82,no data,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
OEB Breakfast Co.,breakfast_brunch,43.6383561,-79.4162024,1013.7123,4.5,129,$$,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Roywoods,caribbean,43.63910847,-79.39843677,545.8783318,3.5,111,$$,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Karahi Boys,pakistani,43.64635131,-79.40693669,587.107714,4.5,35,no data,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Sizzler Kabab,kebab,43.64361,-79.40516,255.2193645,3.5,11,no data,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Parisco Cafe,cafes,43.637473,-79.404951,437.3460283,4.0,33,$$,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Lapinou,french,43.6444,-79.40155,411.7481671,3.5,53,$$$,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Rosina,italian,43.64372,-79.40467,251.2813699,3.5,35,no data,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Pat's Homestyle Jamaican Restaurant,caribbean,43.64753,-79.4032,693.6163412,4.0,114,$,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
The Morning After,breakfast_brunch,43.64016441,-79.39714261,603.1121241,3.5,99,$$,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Lee,asianfusion,43.64723,-79.39931,769.7354444,4.0,718,$$$,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Kettlemans Bagel,bagels,43.64184237,-79.40160553,233.9047052,3.0,21,no data,43.641389,-79.404444,Niagara St / Tecumseth St,43.641389,-79.404444,14
Mira,peruvian,43.64417,-79.39639,37.72387094,4.5,272,$$,43.643834,-79.396649,424 Wellington St W,43.643834,-79.396649,7
Bar Chica,tapas,43.64387989,-79.39968414,244.2769042,4.5,28,no data,43.643834,-79.396649,424 Wellington St W,43.643834,-79.396649,7
Gusto 101,italian,43.64500213,-79.40030934,321.8976301,4.0,1151,$$,43.643834,-79.396649,424 Wellington St W,43.643834,-79.396649,7
